
Gurobi 11.0.3 (linux64, Java) logging started seg 09 dez 2024 20:07:53 -03

Set parameter Username
Academic license - for non-commercial use only - expires 2025-10-10
Set parameter NonConvex to value 2
Set parameter TimeLimit to value 3600
Set parameter LogToConsole to value 0
Set parameter MIPGap to value 1.7445418436480762e-08
Set parameter Threads to value 2
Set parameter NodefileDir to value "/home/ps12398/experiment_epec/goalProgrammingMarcos/"
Set parameter NodefileStart to value 1
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64)

CPU model: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz, instruction set [SSE2]
Thread count: 12 physical cores, 24 logical processors, using up to 2 threads

Optimize a model with 520401 rows, 349038 columns and 2312721 nonzeros
Model fingerprint: 0x6a785db0
Model has 422 quadratic constraints
Variable types: 174312 continuous, 174726 integer (417 binary)
Coefficient statistics:
  Matrix range     [2e-03, 1e+07]
  QMatrix range    [2e-03, 2e+05]
  QLMatrix range   [1e+00, 2e+05]
  Objective range  [1e+00, 1e+08]
  Bounds range     [1e+00, 1e+08]
  RHS range        [1e+00, 5e+06]
  QRHS range       [2e-01, 2e-01]
Presolve removed 519017 rows and 346681 columns
Presolve time: 2.12s
Presolved: 2958 rows, 2854 columns, 292550 nonzeros
Presolved model has 2 SOS constraint(s)
Presolved model has 417 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 1336 continuous, 1518 integer (419 binary)
Found heuristic solution: objective 1.052161e+07

Root relaxation: objective 1.739748e+05, 660 iterations, 0.21 seconds (0.08 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 173974.839    0  417 1.0522e+07 173974.839  98.3%     -    3s
H    0     0                    5738168.2425 173974.839  97.0%     -    3s
     0     0 181873.695    0  457 5738168.24 181873.695  96.8%     -    4s
H    0     0                    3761735.8122 181874.017  95.2%     -    5s
     0     0 185139.911    0  455 3761735.81 185139.911  95.1%     -    6s
     0     0 186003.887    0  457 3761735.81 186003.887  95.1%     -    6s
     0     0 186290.504    0  460 3761735.81 186290.504  95.0%     -    7s
     0     0 186651.942    0  462 3761735.81 186651.942  95.0%     -    7s
     0     0 186945.571    0  461 3761735.81 186945.571  95.0%     -    7s
     0     0 186947.670    0  462 3761735.81 186947.670  95.0%     -    7s
     0     0 187247.693    0  460 3761735.81 187247.693  95.0%     -    7s
     0     0 187534.340    0  460 3761735.81 187534.340  95.0%     -    7s
     0     0 187817.123    0  461 3761735.81 187817.123  95.0%     -    7s
     0     0 188109.467    0  461 3761735.81 188109.467  95.0%     -    7s
     0     0 188391.767    0  461 3761735.81 188391.767  95.0%     -    7s
H    0     0                    3630652.0882 188392.264  94.8%     -    8s
     0     0 188685.556    0  462 3630652.09 188685.556  94.8%     -    8s
     0     0 188685.847    0  462 3630652.09 188685.847  94.8%     -    8s
     0     0 188972.929    0  462 3630652.09 188972.929  94.8%     -    8s
     0     0 189273.259    0  463 3630652.09 189273.259  94.8%     -    8s
     0     0 189436.129    0  463 3630652.09 189436.129  94.8%     -    8s
     0     0 189730.677    0  463 3630652.09 189730.677  94.8%     -    8s
     0     0 190042.779    0  464 3630652.09 190042.779  94.8%     -    8s
     0     0 190339.024    0  464 3630652.09 190339.024  94.8%     -    8s
     0     0 190645.402    0  465 3630652.09 190645.402  94.7%     -    9s
     0     0 190934.280    0  465 3630652.09 190934.280  94.7%     -    9s
     0     0 191243.999    0  465 3630652.09 191243.999  94.7%     -    9s
     0     0 191536.126    0  466 3630652.09 191536.126  94.7%     -    9s
     0     0 191842.577    0  467 3630652.09 191842.577  94.7%     -    9s
     0     0 191843.924    0  468 3630652.09 191843.924  94.7%     -    9s
     0     0 192142.762    0  468 3630652.09 192142.762  94.7%     -    9s
     0     0 192441.649    0  468 3630652.09 192441.649  94.7%     -    9s
     0     0 192733.930    0  468 3630652.09 192733.930  94.7%     -    9s
     0     0 192736.212    0  468 3630652.09 192736.212  94.7%     -    9s
     0     0 193014.488    0  466 3630652.09 193014.488  94.7%     -   10s
     0     0 193278.962    0  467 3630652.09 193278.962  94.7%     -   10s
     0     0 193551.186    0  467 3630652.09 193551.186  94.7%     -   10s
     0     0 193795.322    0  467 3630652.09 193795.322  94.7%     -   10s
     0     0 194071.291    0  467 3630652.09 194071.291  94.7%     -   10s
     0     0 194317.343    0  468 3630652.09 194317.343  94.6%     -   10s
     0     0 194593.698    0  468 3630652.09 194593.698  94.6%     -   10s
     0     0 194840.933    0  468 3630652.09 194840.933  94.6%     -   10s
     0     0 195118.031    0  470 3630652.09 195118.031  94.6%     -   10s
     0     0 195258.682    0  470 3630652.09 195258.682  94.6%     -   11s
     0     0 195478.166    0  473 3630652.09 195478.166  94.6%     -   11s
     0     0 195669.534    0  473 3630652.09 195669.534  94.6%     -   11s
     0     0 195672.924    0  473 3630652.09 195672.924  94.6%     -   11s
     0     0 195866.182    0  473 3630652.09 195866.182  94.6%     -   11s
     0     0 196049.207    0  474 3630652.09 196049.207  94.6%     -   11s
     0     0 196219.513    0  473 3630652.09 196219.513  94.6%     -   12s
