
Gurobi 11.0.3 (linux64, Java) logging started ter 10 dez 2024 17:05:19 -03

Set parameter Username
Academic license - for non-commercial use only - expires 2025-10-10
Set parameter NonConvex to value 2
Set parameter TimeLimit to value 3600
Set parameter LogToConsole to value 0
Set parameter MIPGap to value 1.7445418436480762e-08
Set parameter Threads to value 2
Set parameter NodefileDir to value "/home/ps12398/experiment_epec/goalProgrammingMarcos/"
Set parameter NodefileStart to value 1
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64)

CPU model: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz, instruction set [SSE2]
Thread count: 12 physical cores, 24 logical processors, using up to 2 threads

Optimize a model with 520401 rows, 349038 columns and 2312721 nonzeros
Model fingerprint: 0x931f570c
Model has 422 quadratic constraints
Variable types: 174312 continuous, 174726 integer (417 binary)
Coefficient statistics:
  Matrix range     [2e-03, 1e+07]
  QMatrix range    [2e-03, 2e+05]
  QLMatrix range   [1e+00, 2e+05]
  Objective range  [1e+00, 1e+08]
  Bounds range     [1e+00, 1e+08]
  RHS range        [1e+00, 7e+05]
  QRHS range       [2e-01, 2e-01]
Presolve removed 519017 rows and 346681 columns
Presolve time: 1.82s
Presolved: 2958 rows, 2854 columns, 292550 nonzeros
Presolved model has 2 SOS constraint(s)
Presolved model has 417 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 1336 continuous, 1518 integer (419 binary)
Found heuristic solution: objective 3178908.6749

Root relaxation: objective 6.904192e+05, 245 iterations, 0.05 seconds (0.03 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 690419.217    0  428 3178908.67 690419.217  78.3%     -    3s
     0     0 699488.245    0  448 3178908.67 699488.245  78.0%     -    3s
     0     0 704820.682    0  451 3178908.67 704820.682  77.8%     -    4s
     0     0 705665.712    0  454 3178908.67 705665.712  77.8%     -    4s
     0     0 706400.230    0  457 3178908.67 706400.230  77.8%     -    5s
     0     0 707141.397    0  459 3178908.67 707141.397  77.8%     -    5s
     0     0 707809.261    0  461 3178908.67 707809.261  77.7%     -    5s
     0     0 708652.944    0  463 3178908.67 708652.944  77.7%     -    5s
     0     0 709476.099    0  466 3178908.67 709476.099  77.7%     -    5s
     0     0 710169.522    0  466 3178908.67 710169.522  77.7%     -    6s
     0     0 710809.186    0  467 3178908.67 710809.186  77.6%     -    6s
     0     0 711495.312    0  468 3178908.67 711495.312  77.6%     -    6s
     0     0 712006.550    0  472 3178908.67 712006.550  77.6%     -    6s
     0     0 712653.173    0  473 3178908.67 712653.173  77.6%     -    7s
     0     0 713325.909    0  473 3178908.67 713325.909  77.6%     -    7s
     0     0 713996.994    0  473 3178908.67 713996.994  77.5%     -    7s
     0     0 714512.796    0  473 3178908.67 714512.796  77.5%     -    7s
     0     0 715215.641    0  476 3178908.67 715215.641  77.5%     -    7s
     0     0 715891.361    0  477 3178908.67 715891.361  77.5%     -    8s
     0     0 716458.177    0  479 3178908.67 716458.177  77.5%     -    8s
     0     0 717121.234    0  478 3178908.67 717121.234  77.4%     -    8s
     0     0 717121.490    0  479 3178908.67 717121.490  77.4%     -    8s
     0     0 717725.753    0  479 3178908.67 717725.753  77.4%     -    8s
     0     0 717727.154    0  480 3178908.67 717727.154  77.4%     -    8s
     0     0 718367.411    0  480 3178908.67 718367.411  77.4%     -    8s
     0     0 718367.992    0  481 3178908.67 718367.992  77.4%     -    8s
     0     0 719060.884    0  483 3178908.67 719060.884  77.4%     -    8s
     0     0 719617.602    0  485 3178908.67 719617.602  77.4%     -    9s
     0     0 720277.498    0  484 3178908.67 720277.498  77.3%     -    9s
     0     0 720277.529    0  485 3178908.67 720277.529  77.3%     -    9s
     0     0 720941.789    0  487 3178908.67 720941.789  77.3%     -    9s
     0     0 720951.772    0  487 3178908.67 720951.772  77.3%     -    9s
     0     0 721579.809    0  487 3178908.67 721579.809  77.3%     -    9s
     0     0 721580.229    0  488 3178908.67 721580.229  77.3%     -    9s
     0     0 722213.721    0  487 3178908.67 722213.721  77.3%     -   10s
     0     0 722217.610    0  488 3178908.67 722217.610  77.3%     -   10s
     0     0 722843.034    0  486 3178908.67 722843.034  77.3%     -   10s
     0     0 722848.364    0  488 3178908.67 722848.364  77.3%     -   10s
     0     0 723469.160    0  487 3178908.67 723469.160  77.2%     -   10s
     0     0 723475.498    0  488 3178908.67 723475.498  77.2%     -   10s
     0     0 724106.310    0  487 3178908.67 724106.310  77.2%     -   10s
     0     0 724106.849    0  489 3178908.67 724106.849  77.2%     -   10s
     0     0 724424.193    0  488 3178908.67 724424.193  77.2%     -   10s
     0     0 724430.102    0  489 3178908.67 724430.102  77.2%     -   10s
     0     0 725037.048    0  487 3178908.67 725037.048  77.2%     -   10s
     0     0 725058.202    0  489 3178908.67 725058.202  77.2%     -   10s
     0     0 725670.279    0  487 3178908.67 725670.279  77.2%     -   10s
     0     0 725680.948    0  489 3178908.67 725680.948  77.2%     -   11s
     0     0 726297.411    0  488 3178908.67 726297.411  77.2%     -   11s
     0     0 726300.691    0  489 3178908.67 726300.691  77.2%     -   11s
