
Gurobi 11.0.3 (linux64, Java) logging started qui 12 dez 2024 07:05:41 -03

Set parameter Username
Academic license - for non-commercial use only - expires 2025-10-10
Set parameter NonConvex to value 2
Set parameter TimeLimit to value 3600
Set parameter LogToConsole to value 0
Set parameter MIPGap to value 4.4613657861950539e-09
Set parameter Threads to value 2
Set parameter NodefileDir to value "/home/ps12398/experiment_hosp/goalProgrammingMarcos/"
Set parameter NodefileStart to value 1
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64)

CPU model: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz, instruction set [SSE2]
Thread count: 12 physical cores, 24 logical processors, using up to 2 threads

Optimize a model with 1239695 rows, 833994 columns and 9386231 nonzeros
Model fingerprint: 0xcaeaefc9
Model has 650 quadratic constraints
Variable types: 416676 continuous, 417318 integer (645 binary)
Coefficient statistics:
  Matrix range     [2e-03, 6e+07]
  QMatrix range    [2e-03, 1e+06]
  QLMatrix range   [1e+00, 1e+06]
  Objective range  [1e+00, 4e+08]
  Bounds range     [1e+00, 2e+08]
  RHS range        [1e+00, 5e+07]
Presolve removed 821052 rows and 415347 columns (presolve time = 5s) ...
Presolve removed 1231648 rows and 825342 columns (presolve time = 11s) ...
Presolve removed 1231648 rows and 825342 columns (presolve time = 16s) ...
Presolve removed 1231645 rows and 825340 columns
Presolve time: 16.05s
Presolved: 12437 rows, 9999 columns, 3951785 nonzeros
Presolved model has 2 SOS constraint(s)
Presolved model has 645 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 2319 continuous, 7680 integer (647 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
       0    0.0000000e+00   5.655650e+04   0.000000e+00     45s
    1172    2.0526657e-01   1.826023e-01   0.000000e+00     45s
    1232    0.0000000e+00   0.000000e+00   0.000000e+00     46s

Root relaxation: objective 0.000000e+00, 1232 iterations, 1.75 seconds (0.59 work units)
Total elapsed time = 45.85s (DegenMoves)
Total elapsed time = 53.61s (DegenMoves)
Total elapsed time = 58.79s (DegenMoves)
Total elapsed time = 63.79s (DegenMoves)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
   210   222 696105.803  100 1220          - 347514.120      -  21.5  614s
   221   231 696105.803  103 1213          - 347514.120      -  20.7  626s
   230   242 696105.803  108 1204          - 347514.120      -  20.4  639s
   241   252 696105.803  111 1201          - 347514.120      -  19.8  651s
   251   262 696105.803  114 1192          - 347514.120      -  19.2  662s
   261   274 696105.803  117 1187          - 347514.120      -  18.9  672s
   273   287 696105.803  121 1178          - 347514.120      -  18.3  681s
   286   299 696105.803  128 1174          - 347514.120      -  18.0  692s
   298   310 696105.803  133 1178          - 347514.120      -  18.8  701s
   309   317 696105.803  140 1171          - 347514.120      -  19.1  712s
   316   329 697343.199  143 1167          - 347514.120      -  22.1  721s
   328   344 697343.199  149 1159          - 347514.120      -  22.8  735s
   343   358 697343.199  154 1160          - 347514.120      -  22.5  747s
   357   368 697343.199  161 1156          - 347514.120      -  22.5  758s
   367   377 697343.199  164 1147          - 347514.120      -  24.4  773s
   376   386 697343.199  167 1142          - 347514.120      -  26.1  787s
   385   396 697343.199  171 1137          - 347514.120      -  27.3  795s
   395   405 697343.199  177 1130          - 347514.120      -  28.6  809s
   404   416 1045396.10  183 1159          - 347514.120      -  46.9  835s
   415   433 697343.199  183 1123          - 347514.120      -  46.2  851s
   432   457 697343.199  191 1135          - 347514.120      -  46.4  867s
   456   477 697343.199  201 1120          - 347514.120      -  45.1  882s
   476   519 697612.590  206 1115          - 347514.120      -  44.6  904s
   518   551 697612.590  228 1094          - 347514.120      -  42.5  920s
   550   568 697612.590  244 1080          - 347514.120      -  40.9  936s
   567   595 697612.590  245 1081          - 347514.120      -  42.3  960s
   594   614 699415.059  256 1082          - 347514.120      -  41.7  979s
   613   654 699415.059  268 1076          - 347514.120      -  43.8 1004s
   653   698 699415.059  285 1058          - 347514.120      -  41.7 1029s
   697   749 699415.059  299 1052          - 347514.120      -  40.3 1054s
   748   806 699415.059  318 1042          - 347514.120      -  39.0 1074s
   805   835 699415.059  338 1025          - 347514.120      -  37.8 1088s
   834   888 699415.059  343 1023          - 347514.120      -  37.8 1111s
   887   947 699953.841  367 1006          - 347514.120      -  36.9 1146s
   946  1014 699953.841  400  997          - 347514.120      -  35.4 1184s
  1013  1088 699953.841  426  998          - 347514.120      -  34.0 1214s
  1087  1175 699953.841  453  989          - 347514.120      -  32.9 1242s
  1174  1242 699953.841  490  973          - 347514.120      -  31.1 1274s
  1241  1331 700492.622  518  963          - 347514.120      -  30.8 1303s
  1330  1428 700762.013  558  943          - 347514.120      -  29.8 1341s
  1427  1518 700762.013  607  933          - 347514.120      -  28.7 1372s
  1517  1588 700762.013  645  915          - 347514.120      -  28.4 1404s
  1587  1670 700762.013  661  907          - 347514.120      -  28.0 1450s
  1669  1748 700762.013  684  901          - 347514.120      -  27.6 1484s
  1747  1851 700762.013  723  903          - 347514.120      -  27.3 1517s
  1850  1950 700762.013  775  901          - 347514.120      -  26.1 1569s
  1949  2056 700762.013  839  900          - 347514.120      -  25.8 1622s
  2055  2114 700762.013  907  900          - 347514.120      -  25.1 1653s
  2113  2222 701396.824  922  892          - 347514.120      -  25.4 1702s
  2221  2351 715767.568  980  898          - 347514.120      -  25.7 1746s
  2350  2476 704110.365 1041  852          - 347514.120      -  25.5 1790s
  2475  2600 711050.771 1098  838          - 347514.120      -  25.4 1844s
  2599  2752 716333.500 1138  822          - 347514.120      -  25.5 1911s
  2753  2910 740809.073 1194  802          - 347514.120      -  25.1 1965s
  2911  3074 752842.527 1246  811          - 347514.120      -  25.0 2035s
  3075  3248 796356.638 1303  803          - 347514.120      -  25.1 2087s
  3249  3438 837824.631 1365  780          - 347514.120      -  25.8 2168s
  3439  3655 839118.693 1434  776          - 347514.120      -  25.3 2259s
  3657  3656 476105.553 1168 3288          - 347514.120      -  24.2 2478s
  3658  3657 372708.892  919 3288          - 347514.120      -  24.2 2484s
  3659  3657 369916.257  894 1073          - 347514.120      -  24.2 2496s
  3660  3658 348052.901  140 1269          - 347514.120      -  24.2 2501s
  3661  3659 357888.663  670 1187          - 357888.663      -  24.2 2506s
  3662  3659 506800.455 1231 1198          - 373757.467      -  24.2 2510s
  3664  3661 700762.013  726 1158          - 386099.724      -  24.2 2516s
  3666  3662 386099.724  661 1207          - 386099.724      -  24.1 2522s
  3669  3664 701635.918  812 1205          - 386099.724      -  24.1 2525s
  3671  3665 700762.013  602 1116          - 386099.724      -  24.1 2530s
  3674  3667 839118.693 1465 1086          - 386099.724      -  24.1 2540s
  3677  3669 386099.724  103 1190          - 386099.724      -  24.1 2545s
  3680  3671 386099.724  559 1053          - 386099.724      -  24.1 2552s
  3682  3673 465722.965 1155 1043          - 386099.724      -  24.0 2557s
  3683  3673 760910.710 1203 1034          - 386099.724      -  24.0 2562s
  3684  3674 750824.962 1232 1034          - 386099.724      -  24.0 2574s
  3685  3678 1750754.18   12 1750          - 386168.236      -  33.6 2578s
  3689  3680 2085581.83   13 1747          - 396234.084      -  33.6 2581s
  3739  3712 1812441.67   25 1697          - 407892.103      -  33.8 2590s
  3828  3781 1812215.56   38 1677          - 407892.103      -  33.6 2595s
  3907  3828 1813254.02   61 1666          - 407892.103      -  34.8 2600s
  3975  3867 1835921.96   79 1647          - 407892.103      -  35.6 2605s
  4066  3937 1820150.64  111 1656          - 407892.103      -  37.0 2610s
  4133  3984 2179023.33  131 1658          - 407892.103      -  38.8 2615s
  4286  4083 2179164.78  173 1667          - 407892.103      -  39.6 2620s
  4385  4147 2179371.51  211 1626          - 407892.103      -  40.5 2625s
  4534  4253 2213831.71  261 1582          - 407892.103      -  41.8 2630s
  4718  4353 2264992.99  321 1547          - 407892.103      -  42.4 2636s
  4831  4464 2303446.69  354 1508          - 407892.103      -  43.0 2642s
  4940  4532 2333185.13  385 1492          - 407892.103      -  43.4 2645s
  5136  4658 2686714.52  448 1479          - 407892.103      -  43.8 2650s
  5305  4812 2704000.92  499 1406          - 407892.103      -  44.7 2655s
  5518  4835 infeasible  579               - 407892.103      -  45.4 2660s
  5553  4963 417447.969   19 1191          - 407892.103      -  46.8 2666s
  5686  4949 417469.071   68 1159          - 407892.103      -  47.6 2672s
  5711  4981 417469.071   70 1159          - 407892.103      -  48.6 2675s
  5801  5067 418029.088   83 1135          - 407892.103      -  51.6 2683s
  5871  5099 418029.088   93 1126          - 407892.103      -  52.8 2687s
  5928  5097 835477.057  106 1126          - 407892.103      -  54.8 2690s
  5994  5207 419446.007  121 1080          - 407892.103      -  57.4 2698s
  6077  5226 418029.088  139 1087          - 407892.103      -  58.8 2702s
  6124  5267 418029.088  143 1078          - 407892.103      -  60.5 2707s
  6257  5396 418029.088  159 1077          - 407892.103      -  63.6 2712s
  6361  5374 418029.088  176 1071          - 407892.103      -  65.2 2717s
H 6362  5188                    2.375185e+08 407892.103   100%  65.2 2732s
H 6373  5114                    2.238302e+08 407892.103   100%  65.4 2737s
H 6478  5045                    1.357009e+08 407892.103   100%  66.3 2743s
  6610  5094 418029.088  225 1071 1.3570e+08 407892.103   100%  67.1 2748s
H 6649  4923                    1.187068e+08 407892.103   100%  67.8 2748s
  6703  5041 418118.932  244 1046 1.1871e+08 407892.103   100%  68.3 2754s
H 6781  4865                    1.135400e+08 407892.103   100%  68.3 2754s
H 6841  4838                    1.029620e+08 407892.103   100%  68.6 2758s
  6976  4878 418118.932  293 1064 1.0296e+08 407892.103   100%  69.6 2762s
  7064  4916 418118.932  300 1064 1.0296e+08 407892.103   100%  71.6 2766s
  7137  4995 418118.932  317 1045 1.0296e+08 407892.103   100%  73.6 2774s
H 7155  4853                    9.946536e+07 407892.103   100%  74.8 2774s
H 7242  4958                    9.647095e+07 407892.103   100%  74.2 2783s
H 7504  4848                    9.534946e+07 407892.103   100%  74.5 2788s
H 7603  4836                    9.397538e+07 407892.103   100%  73.7 2794s
  7740  4999 418208.775  341 1025 9.3975e+07 407892.103   100%  74.2 2799s
H 7954  5038                    9.310602e+07 407892.103   100%  75.2 2804s
  8177  5115 418219.065  416 1018 9.3106e+07 407892.103   100%  76.4 2810s
H 8228  4994                    9.308691e+07 407892.103   100%  77.6 2810s
H 8333  5056                    9.270978e+07 407892.103   100%  77.8 2816s
H 8536  5324                    9.143534e+07 407892.103   100%  78.3 2828s
H 8967  5411                    9.124724e+07 407892.103   100%  75.6 2835s
H 9224  5715                    8.889616e+07 407892.103   100%  76.1 2843s
H 9530  5918                    8.887838e+07 407892.103   100%  75.5 2850s
H 9600  5918                    8.841570e+07 407892.103   100%  75.5 2850s
  9736  6353 418219.065  562  989 8.8416e+07 407892.103   100%  74.8 2858s
 10175  6855 418219.065  582  969 8.8416e+07 407892.103   100%  73.1 2867s
H10677  6915                    8.832563e+07 407892.103   100%  71.1 2878s
 10739  7151 418678.698  658  941 8.8326e+07 407892.103   100%  71.7 2887s
 10977  7280 418678.698  703  928 8.8326e+07 407892.103   100%  72.9 2893s
 11106  7414 418768.541  751  939 8.8326e+07 407892.103   100%  76.4 2899s
 11240  7593 418768.541  803  927 8.8326e+07 407892.103   100%  78.9 2906s
 11419  7658 418768.541  878  897 8.8326e+07 407892.103   100%  81.3 2912s
H11430  7658                    8.831861e+07 407892.103   100%  81.3 2912s
H11485  7658                    8.764455e+07 407892.103   100%  82.3 2912s
 11486  7809 418768.541  905  922 8.7645e+07 407892.103   100%  82.5 2916s
 11637  7962 419311.544  964  889 8.7645e+07 407892.103   100%  85.2 2921s
 11794  8156 418858.385 1026  933 8.7645e+07 407892.103   100%  87.8 2928s
 11991  8268 418864.608 1113  885 8.7645e+07 407892.103   100%  89.1 2933s
 12103  8418 418864.608 1153  883 8.7645e+07 407892.103   100%  91.3 2946s
H12223  8418                    8.703602e+07 407892.103   100%  91.6 2946s
 12254  8541 419289.221 1213  890 8.7036e+07 407892.103   100%  93.2 2952s
 12378  8731 418864.608 1260  904 8.7036e+07 407892.103   100%  95.3 2961s
 12568  8890 418864.608 1338  895 8.7036e+07 407892.103   100%  97.1 2968s
 12727  8986 418864.608 1401  870 8.7036e+07 407892.103   100%  99.3 2977s
H12788  8986                    8.534358e+07 407892.103   100%  99.4 2977s
 12825  9094 418864.608 1432  871 8.5344e+07 407892.103   100%   101 2983s
 12933  9216 418864.608 1468  862 8.5344e+07 407892.103   100%   104 2989s
H12994  9216                    8.533835e+07 407892.103   100%   104 2989s
 13055  9340 418864.608 1511  887 8.5338e+07 407892.103   100%   106 2994s
 13179  9674 418864.608 1555  860 8.5338e+07 407892.103   100%   108 3002s
 13513  9849 418864.608 1703  758 8.5338e+07 407892.103   100%   108 3009s
H13653  9849                    8.514244e+07 407892.103   100%   107 3009s
 13688  9969 418864.608 1773  744 8.5142e+07 407892.103   100%   109 3017s
H13771  9969                    8.343650e+07 407892.103   100%   108 3017s
 13808 10404 418864.608 1815  732 8.3436e+07 407892.103   100%   110 3026s
 14243 10773 418864.608 2015  706 8.3436e+07 407892.103   100%   109 3045s
H14612 11077                    8.333364e+07 407892.103   100%   108 3055s
H14900 11077                    8.327220e+07 407892.103   100%   106 3055s
 14916 11486 418864.608 2325  709 8.3272e+07 407892.103   100%   107 3066s
H15308 11486                    8.259694e+07 407892.103   100%   105 3066s
 15325 11869 418992.185 2516  679 8.2597e+07 407892.103   100%   106 3074s
 15708 12231 418992.185 2689  652 8.2597e+07 407892.103   100%   106 3084s
 16070 12424 418992.185 2854  662 8.2597e+07 407892.103   100%   105 3095s
H16106 12424                    1.873628e+07 407892.103  97.8%   105 3096s
H16203 12424                    1.873217e+07 407892.103  97.8%   105 3096s
 16263 12709 419010.816 2935  657 1.8732e+07 407892.103  97.8%   106 3106s
H16300 12709                    1.871825e+07 407892.103  97.8%   106 3106s
H16548 12742                    1.757411e+07 407892.103  97.7%   106 3113s
H16581 12771                    1.718493e+07 407892.103  97.6%   108 3121s
H16610 12797                    1.679673e+07 407892.103  97.6%   109 3128s
H16635 12797                    1.494431e+07 407892.103  97.3%   110 3128s
 16636 13076 419010.816 3063  665 1.4944e+07 407892.103  97.3%   110 3136s
 16915 13339 419010.816 3187  660 1.4944e+07 407892.103  97.3%   110 3142s
 17178 13752 419010.816 3302  660 1.4944e+07 407892.103  97.3%   110 3150s
 17591 14401 419010.816 3494  662 1.4944e+07 407892.103  97.3%   109 3165s
H18250 14586                    1.404443e+07 407892.103  97.1%   106 3175s
 18435 15270 419010.816 3738  660 1.4044e+07 407892.103  97.1%   105 3186s
 19119 15729 419010.816 3869  657 1.4044e+07 407892.103  97.1%   101 3195s
H19578 15731                    1.259712e+07 407892.103  96.8%  99.2 3227s
 19580 15865 510350.657 3911  653 1.2597e+07 407892.103  96.8%  99.2 3242s
H19714 16108                    1.203965e+07 407892.103  96.6%  98.8 3249s
 19957 16560 419010.816 3955  654 1.2040e+07 407892.103  96.6%  97.8 3257s
 20409 17042 419010.816 4019  654 1.2040e+07 407892.103  96.6%  96.2 3262s
H20891 17044                    1.135637e+07 407892.103  96.4%  94.8 3272s
 20893 17406 419010.816 4076  655 1.1356e+07 407892.103  96.4%  94.7 3278s
 21255 17750 419010.816 4123  654 1.1356e+07 407892.103  96.4%  93.7 3284s
H21396 17750                    1.047095e+07 407892.103  96.1%  93.5 3284s
 21599 18282 510326.341 4193  656 1.0471e+07 407892.103  96.1%  92.7 3291s
 22131 18732 419010.816 4288  654 1.0471e+07 407892.103  96.1%  90.9 3298s
 22581 19243 419010.816 4371  654 1.0471e+07 407892.103  96.1%  89.2 3305s
H22883 19243                    1.038826e+07 407892.103  96.1%  88.1 3305s
 23092 19747 419010.816 4522  655 1.0388e+07 407892.103  96.1%  87.4 3313s
 23596 20008 419010.816 4646  655 1.0388e+07 407892.103  96.1%  85.7 3321s
H23733 20008                    1.025648e+07 407892.103  96.0%  85.3 3321s
 23857 20450 424311.812 4714  655 1.0256e+07 407892.103  96.0%  84.9 3329s
 24299 20799 477221.627 4817  651 1.0256e+07 407892.103  96.0%  83.5 3338s
H24396 20799                    9514048.5305 407892.103  95.7%  83.3 3338s
 24648 21073 424311.812 4866  655 9514048.53 407892.103  95.7%  82.5 3362s
 24922 21293 432617.935 4935  652 9514048.53 407892.103  95.7%  81.7 3368s
 25150 21693 432617.935 4976  655 9514048.53 407892.103  95.7%  81.1 3374s
 25552 22077 432617.935 5049  657 9514048.53 407892.103  95.7%  80.0 3381s
 25936 22515 432617.935 5117  665 9514048.53 407892.103  95.7%  78.9 3387s
 26374 22954 432617.935 5210  663 9514048.53 407892.103  95.7%  77.9 3394s
H26813 23270                    9181483.9855 407892.103  95.6%  76.8 3399s
 27129 23657 432617.935 5326  655 9181483.99 407892.103  95.6%  76.1 3405s
 27516 24000 432745.978 5406  658 9181483.99 407892.103  95.6%  75.3 3410s
 27859 24224 432858.007 5486  660 9181483.99 407892.103  95.6%  74.6 3416s
H28082 24224                    9106521.5081 407892.103  95.5%  74.2 3416s
 28083 24553 432988.600 5540  650 9106521.51 407892.103  95.5%  74.2 3421s
 28412 24978 433776.347 5620  647 9106521.51 407892.103  95.5%  73.5 3425s
 28837 25427 433776.347 5735  648 9106521.51 407892.103  95.5%  72.5 3430s
H29700 25843                    8877254.6989 407892.103  95.4%  70.5 3444s
 29702 26191 433776.347 5950  647 8877254.70 407892.103  95.4%  70.5 3450s
 30050 26193 433776.347 6027  646 8877254.70 407892.103  95.4%  69.7 3465s
 30052 26487 433776.347 6028  647 8877254.70 407892.103  95.4%  69.7 3470s
H30346 26595                    8868328.7138 407892.103  95.4%  69.1 3474s
H30394 26595                    8811865.5845 407892.103  95.4%  69.0 3474s
 30458 26864 433776.347 6129  646 8811865.58 407892.103  95.4%  68.8 3481s
H30663 26864                    8753511.3229 407892.103  95.3%  68.4 3481s
 30727 27069 433776.347 6231  646 8753511.32 407892.103  95.3%  68.3 3489s
H30851 27069                    8689473.0959 407892.103  95.3%  68.0 3490s
H30931 27069                    8637584.8163 407892.103  95.3%  67.9 3490s
 30932 27243 433776.347 6294  647 8637584.82 407892.103  95.3%  68.0 3495s
 31106 27460 433776.347 6367  648 8637584.82 407892.103  95.3%  68.0 3501s
 31323 27631 433776.347 6464  647 8637584.82 407892.103  95.3%  68.0 3507s
 31494 27841 433776.347 6543  646 8637584.82 407892.103  95.3%  68.1 3513s
 31704 28052 433776.347 6641  646 8637584.82 407892.103  95.3%  68.1 3519s
 31915 28265 433776.347 6738  647 8637584.82 407892.103  95.3%  68.2 3524s
 32128 28441 433776.347 6837  646 8637584.82 407892.103  95.3%  68.3 3529s
 32304 28655 433776.347 6917  646 8637584.82 407892.103  95.3%  68.4 3533s
 32518 28832 433776.347 7016  647 8637584.82 407892.103  95.3%  68.5 3537s
 32695 28983 433776.347 7096  647 8637584.82 407892.103  95.3%  68.6 3543s
H32833 28983                    8580316.7702 407892.103  95.2%  68.3 3543s
 32846 29166 433776.347 7166  647 8580316.77 407892.103  95.2%  68.7 3547s
 33029 29398 433776.347 7243  648 8580316.77 407892.103  95.2%  68.7 3551s
 33261 29591 433776.347 7342  647 8580316.77 407892.103  95.2%  68.7 3555s
 33683 30014 433776.347 7523  647 8580316.77 407892.103  95.2%  68.5 3562s
 33877 30121 433816.027 7602  652 8580316.77 407892.103  95.2%  68.7 3566s
 34120 30442 433776.347 7695  650 8580316.77 407892.103  95.2%  69.2 3573s
 34305 30593 433776.347 7749  649 8580316.77 407892.103  95.2%  69.3 3578s
H34404 30593                    8578082.0643 407892.103  95.2%  69.3 3578s
 34456 30857 433776.347 7799  650 8578082.06 407892.103  95.2%  69.2 3584s
 34720 31063 433776.347 7846  649 8578082.06 407892.103  95.2%  69.1 3589s
 34926 31255 433776.347 7895  650 8578082.06 407892.103  95.2%  69.0 3594s
 35118 31265 433776.347 7943  650 8578082.06 407892.103  95.2%  69.1 3600s

Cutting planes:
  Gomory: 6
  Implied bound: 2
  MIR: 222
  StrongCG: 5
  Flow cover: 53
  Zero half: 3
  RLT: 594
  Relax-and-lift: 4

Explored 35128 nodes (2434871 simplex iterations) in 3634.69 seconds (1328.60 work units)
Thread count was 2 (of 24 available processors)

Solution count 10: 8.57808e+06 8.58032e+06 8.63758e+06 ... 9.18148e+06

Time limit reached
Best objective 8.578082064260e+06, best bound 4.078921034662e+05, gap 95.2449%
