
Gurobi 11.0.3 (linux64, Java) logging started qua 11 dez 2024 03:12:25 -03

Set parameter Username
Academic license - for non-commercial use only - expires 2025-10-10
Set parameter NonConvex to value 2
Set parameter TimeLimit to value 3600
Set parameter LogToConsole to value 0
Set parameter MIPGap to value 1.2352135373468347e-07
Set parameter Threads to value 2
Set parameter NodefileDir to value "/home/ps12398/experiment_epec/goalProgrammingMarcos/"
Set parameter NodefileStart to value 1
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64)

CPU model: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz, instruction set [SSE2]
Thread count: 12 physical cores, 24 logical processors, using up to 2 threads

Optimize a model with 18373 rows, 12411 columns and 53402 nonzeros
Model fingerprint: 0x1b5a1f58
Model has 83 quadratic constraints
Variable types: 6168 continuous, 6243 integer (78 binary)
Coefficient statistics:
  Matrix range     [1e-02, 4e+06]
  QMatrix range    [1e-02, 7e+04]
  QLMatrix range   [1e+00, 7e+04]
  Objective range  [2e+00, 2e+07]
  Bounds range     [1e+00, 1e+08]
  RHS range        [1e+00, 1e+06]
  QRHS range       [3e-03, 3e-03]
Presolve removed 18328 rows and 12342 columns
Presolve time: 0.11s
Presolved: 178 rows, 113 columns, 904 nonzeros
Presolved model has 44 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 89 continuous, 24 integer (0 binary)
Found heuristic solution: objective 3451697.9106

Root relaxation: objective 2.486145e+06, 169 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 2486145.40    0   65 3451697.91 2486145.40  28.0%     -    0s
H    0     0                    3119391.9813 2486145.40  20.3%     -    0s
     0     0 2511448.73    0   66 3119391.98 2511448.73  19.5%     -    0s
H    0     0                    2930285.5395 2511448.73  14.3%     -    0s
     0     0 2527664.58    0   65 2930285.54 2527664.58  13.7%     -    0s
H    0     0                    2876383.2962 2527664.58  12.1%     -    0s
     0     0 2530775.79    0   65 2876383.30 2530775.79  12.0%     -    0s
     0     0 2574972.34    0   66 2876383.30 2574972.34  10.5%     -    0s
     0     0 2574972.34    0   66 2876383.30 2574972.34  10.5%     -    0s
     0     0 2575225.85    0   65 2876383.30 2575225.85  10.5%     -    0s
H    0     0                    2828216.6302 2575225.85  8.95%     -    0s
     0     0 2575225.85    0   65 2828216.63 2575225.85  8.95%     -    0s
     0     0 2583281.98    0   65 2828216.63 2583281.98  8.66%     -    0s
     0     0 2583281.98    0   65 2828216.63 2583281.98  8.66%     -    0s
     0     0 2583281.98    0   65 2828216.63 2583281.98  8.66%     -    0s
     0     0 2583281.98    0   65 2828216.63 2583281.98  8.66%     -    0s
     0     0 2583922.75    0   65 2828216.63 2583922.75  8.64%     -    0s
     0     2 2583922.75    0   65 2828216.63 2583922.75  8.64%     -    0s
H  379   502                    2783849.1406 2583933.83  7.18%   5.1    0s
H  443   502                    2744302.7296 2583933.83  5.84%   5.0    0s
H  685   757                    2744302.7293 2583933.83  5.84%   5.2    0s
* 1689  1697             504    2698885.9185 2583933.83  4.26%   4.6    1s
  2409  2211 2680778.65  184   55 2698885.92 2679474.21  0.72%   4.4    5s
  2787  2470 2681689.91  282   58 2698885.92 2679474.21  0.72%   4.3   10s
  3193  2757 2683691.11  376   57 2698885.92 2679474.21  0.72%   4.5   15s
H 3721  3094                    2698336.9962 2679474.21  0.70%   4.7   19s
* 3755  2994             495    2698336.4877 2679474.21  0.70%   4.6   19s
  3891  3572 2683929.61  464   55 2698336.49 2679474.21  0.70%   4.5   20s
H 3988  3420                    2697281.7338 2679474.21  0.66%   4.5   20s
H 3991  3338                    2697265.2544 2679474.21  0.66%   4.5   20s
H 3994  3261                    2697130.6895 2679474.21  0.65%   4.5   20s
H 4078  3147                    2696980.0078 2679474.21  0.65%   4.5   20s
H 5166  3433                    2696844.7664 2679474.21  0.64%   4.4   20s
H 5263  3066                    2693495.3048 2679474.21  0.52%   4.4   20s
* 7672  5080             388    2693472.3376 2679535.92  0.52%   4.4   21s
 15861 12100 2679948.30   88   61 2693472.34 2679655.39  0.51%   4.8   25s
*19737 14655             301    2693442.8493 2679655.39  0.51%   4.9   26s
*19756 14481             366    2692297.7184 2679655.39  0.47%   4.9   26s
*19760 14479             369    2692294.4172 2679655.39  0.47%   4.9   26s
*19761 14473             369    2692284.2975 2679655.39  0.47%   4.9   26s
*19766 14473             371    2692281.5500 2679655.39  0.47%   4.9   26s
*19775 14472             376    2692278.2774 2679655.39  0.47%   4.9   26s
*20664 14914             397    2692186.4646 2679655.39  0.47%   4.8   26s
*21653 15658             373    2691904.7622 2679655.39  0.46%   4.8   27s
*24314 17058             436    2691282.3308 2679655.39  0.43%   4.8   28s
*24856 16774             363    2690766.4029 2679655.39  0.41%   4.8   28s
*25855 17400             512    2690624.0181 2679655.39  0.41%   4.8   28s
*26838 17805             424    2690190.1488 2679655.39  0.39%   4.8   29s
*26843 17804             425    2690188.0280 2679655.39  0.39%   4.8   29s
*26844 17766             423    2690158.6993 2679655.39  0.39%   4.8   29s
*26858 17712             421    2690131.2311 2679655.39  0.39%   4.8   29s
 29368 19229 2686867.49  261   57 2690131.23 2679662.66  0.39%   4.9   30s
*33057 21183             476    2690097.0341 2679669.94  0.39%   4.9   31s
*33065 21087             479    2690049.1322 2679669.94  0.39%   4.9   31s
*33086 21023             480    2690002.1046 2679669.94  0.38%   4.9   31s
 40767 25698 2687196.94  281   41 2690002.10 2679674.05  0.38%   5.1   35s
*41734 25626             432    2689710.0693 2679674.50  0.37%   5.1   35s
*41739 25559             435    2689678.0461 2679674.50  0.37%   5.1   35s
*41740 25540             435    2689666.2072 2679674.50  0.37%   5.1   35s
*41742 25526             435    2689659.9281 2679674.50  0.37%   5.1   35s
 51088 30753 2683464.27  317   56 2689659.93 2679680.76  0.37%   5.2   40s
 61748 36893     cutoff  358      2689659.93 2679687.73  0.37%   5.3   45s
*62983 37449             424    2689623.0502 2679688.26  0.37%   5.3   45s
*62991 37440             426    2689619.4175 2679688.26  0.37%   5.3   45s
*70911 41816             417    2689534.6556 2679692.69  0.37%   5.4   49s
 72233 42556 2687437.72  283   57 2689534.66 2679693.68  0.37%   5.4   50s
 82804 47853 2688877.06  278   57 2689534.66 2679702.66  0.37%   5.5   55s
*89828 51730             422    2689530.3089 2679708.73  0.37%   5.5   58s
 92265 52934 2685788.76  181   57 2689530.31 2679711.39  0.37%   5.5   60s
 102733 58597 2689156.85  279   58 2689530.31 2679721.33  0.36%   5.6   65s
 113223 63977 infeasible  359      2689530.31 2679732.59  0.36%   5.6   70s
*116560 65387             408    2689498.0107 2679735.66  0.36%   5.5   71s
*116565 65328             412    2689475.0001 2679735.66  0.36%   5.5   71s
*116566 65328             412    2689474.7025 2679735.66  0.36%   5.5   71s
 123171 68754 2687721.95  274   59 2689474.70 2679741.06  0.36%   5.5   75s
