Meta_1;25930;0.0;0.0;22515;6371.009352308557;0.2485046039581149;0;0.0
Meta_2;25930;0.0;0.05555555555555555;22516;6429.649152308557;0.24849679655894655;0;0.0
Meta_3;25930;0.0;0.1111111111111111;22515;6371.009352308557;0.2485046039581149;0;0.0
Meta_4;25930;0.0;0.16666666666666666;22517;6457.005298095546;0.24850981404502867;0;0.0
Meta_5;25930;0.0;0.2222222222222222;22516;6398.365498095545;0.24851763939336116;0;0.0
Meta_6;25930;0.0;0.2777777777777778;22914;15784.496119092595;0.2777395094946787;0;0.0
Meta_7;25930;0.0;0.3333333333333333;24282;12930.129869480681;0.3362066757680323;0;1.0590092851505787E-15
Meta_8;25930;0.0;0.38888888888888884;24882;25527.211527686668;0.3888770746687642;0;0.0
Meta_9;25930;0.0;0.4444444444444444;24969;27875.91255694169;0.4;0;0.0
Meta_10;25930;0.0;0.5;24969;27875.91255694169;0.4;0;0.0
Meta_11;25930;12698.779928549078;0.0;22649;12695.843495871013;0.2496622086199287;0;0.0
Meta_12;25930;12698.779928549078;0.05555555555555555;22649;12695.843495871013;0.2496622086199287;0;3.488818508758361E-16
Meta_13;25930;12698.779928549078;0.1111111111111111;22649;12695.843495871013;0.2496622086199287;0;0.0
Meta_14;25930;12698.779928549078;0.16666666666666666;22649;12695.843495871013;0.2496622086199287;0;0.0
Meta_15;25930;12698.779928549078;0.2222222222222222;22648;12699.771004297036;0.24963110995826893;0;0.0
Meta_16;25930;12698.779928549078;0.2777777777777778;22914;15784.496119092595;0.2777395094946787;0;0.0
Meta_17;25930;12698.779928549078;0.3333333333333333;24283;12988.76966948068;0.33620119264401105;0;0.0
Meta_18;25930;12698.779928549078;0.38888888888888884;24882;25527.211527686668;0.3888770746687642;0;0.0
Meta_19;25930;12698.779928549078;0.4444444444444444;24969;27875.91255694169;0.4000000000000001;0;0.0
Meta_20;25930;12698.779928549078;0.5;24969;27875.91255694169;0.4000000000000001;0;0.0
Meta_21;25930;25397.559857098156;0.0;22751;17488.324235776592;0.252133774014365;0;0.0
Meta_22;25930;25397.559857098156;0.05555555555555555;22750;17460.968089989605;0.25210318091266537;0;0.0
Meta_23;25930;25397.559857098156;0.1111111111111111;22750;17429.68443577659;0.25210307808011323;0;0.0
Meta_24;25930;25397.559857098156;0.16666666666666666;22751;17488.324235776592;0.252133774014365;0;0.0
Meta_25;25930;25397.559857098156;0.2222222222222222;22751;17488.324235776592;0.252133774014365;0;0.0
Meta_26;25930;25397.559857098156;0.2777777777777778;23084;25440.425576962487;0.2777548133775315;0;0.0
Meta_27;25930;25397.559857098156;0.3333333333333333;24515;23902.809007161726;0.3388793160195995;0;0.0
Meta_28;25930;25397.559857098156;0.38888888888888884;24882;25527.211527686668;0.3888770746687642;0;3.5371820509098284E-15
Meta_29;25930;25397.559857098156;0.4444444444444444;24969;27875.91255694169;0.4000000000000001;0;0.0
Meta_30;25930;25397.559857098156;0.5;24969;27875.91255694169;0.4000000000000001;0;0.0
Meta_31;25930;38096.33978564724;0.0;22750;17460.968089989605;0.25210318091266537;0;0.0
Meta_32;25930;38096.33978564724;0.05555555555555555;22751;17488.324235776592;0.252133774014365;1;0.0
Meta_33;25930;38096.33978564724;0.1111111111111111;22752;17515.68038156358;0.2521646010409936;0;0.0
Meta_34;25930;38096.33978564724;0.16666666666666666;22752;17515.68038156358;0.2521646010409936;0;0.0
Meta_35;25930;38096.33978564724;0.2222222222222222;22753;17574.32018156358;0.252195541352307;0;0.0
Meta_36;25930;38096.33978564724;0.2777777777777778;23215;37001.41249937586;0.27774552085592846;0;0.0
Meta_37;25930;38096.33978564724;0.3333333333333333;24515;23902.809007161726;0.3388793160195995;0;0.0
Meta_38;25930;38096.33978564724;0.38888888888888884;25112;38138.42320972236;0.3888306665526913;0;0.0
Meta_39;25930;38096.33978564724;0.4444444444444444;25144;38137.87755694169;0.3964890268504584;0;0.0
Meta_40;25930;38096.33978564724;0.5;25144;38137.87755694169;0.3964890268504584;0;0.0
Meta_41;25930;50795.11971419631;0.0;22752;17546.964035776593;0.25216473620072133;0;0.0
Meta_42;25930;50795.11971419631;0.05555555555555555;22752;17515.68038156358;0.2521646010409936;0;0.0
Meta_43;25930;50795.11971419631;0.1111111111111111;22750;17429.68443577659;0.2521030780801135;0;0.0
Meta_44;25930;50795.11971419631;0.16666666666666666;22751;17488.324235776592;0.252133774014365;0;0.0
Meta_45;25930;50795.11971419631;0.2222222222222222;22753;17574.32018156358;0.252195541352307;0;0.0
Meta_46;25930;50795.11971419631;0.2777777777777778;23215;36938.84519094984;0.2777464876621697;0;0.0
