
Gurobi 11.0.3 (linux64, Java) logging started ter 26 nov 2024 21:22:10 -03

Set parameter Username
Academic license - for non-commercial use only - expires 2025-10-10
Set parameter NonConvex to value 2
Set parameter TimeLimit to value 3600
Set parameter LogToConsole to value 0
Set parameter MIPGap to value 1.2352135373468347e-07
Set parameter Threads to value 2
Set parameter NodefileDir to value "/home/ps12398/experiment_hosp/goalProgrammingMarcos/"
Set parameter NodefileStart to value 1
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64)

CPU model: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz, instruction set [SSE2]
Thread count: 12 physical cores, 24 logical processors, using up to 2 threads

Optimize a model with 18295 rows, 12411 columns and 53324 nonzeros
Model fingerprint: 0x4550d312
Model has 83 quadratic constraints
Variable types: 6168 continuous, 6243 integer (78 binary)
Coefficient statistics:
  Matrix range     [1e-02, 4e+06]
  QMatrix range    [1e-02, 7e+04]
  QLMatrix range   [1e+00, 7e+04]
  Objective range  [2e+00, 2e+07]
  Bounds range     [1e+00, 1e+08]
  RHS range        [1e+00, 2e+05]
Presolve removed 17832 rows and 11922 columns
Presolve time: 0.15s
Presolved: 1188 rows, 707 columns, 13375 nonzeros
Presolved model has 78 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 299 continuous, 408 integer (70 binary)
Found heuristic solution: objective 6443456.0075

Root relaxation: objective 0.000000e+00, 364 iterations, 0.03 seconds (0.01 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 174810 141809 1208199.52   66  191 2807991.90 876011.418  68.8%  19.6 1550s
 176068 142827 931293.746   59  217 2807991.90 876610.679  68.8%  19.6 1555s
 177291 143859 1278478.47   67  193 2807991.90 876943.297  68.8%  19.6 1560s
 178548 144865 1093867.45   67  192 2807991.90 877376.552  68.8%  19.6 1565s
 180006 145953 1117379.62   64  203 2807991.90 877951.208  68.7%  19.6 1570s
 181209 146898 1391047.46   68  192 2807991.90 878610.955  68.7%  19.6 1575s
 182466 147890     cutoff  106      2807991.90 879038.014  68.7%  19.6 1580s
 183796 148961 1036356.65   58  204 2807991.90 879411.655  68.7%  19.6 1585s
 185119 149994 1678580.51   79  170 2807991.90 879908.005  68.7%  19.6 1590s
 186568 151115 2661404.53  103  126 2807991.90 880851.071  68.6%  19.6 1595s
 187880 152197 2765187.84  106  128 2807991.90 881305.261  68.6%  19.6 1600s
 189412 153530     cutoff  104      2807991.90 881577.196  68.6%  19.6 1605s
 190715 154483 1039798.07   63  209 2807991.90 881983.323  68.6%  19.6 1610s
 192055 155747     cutoff  109      2807991.90 882688.088  68.6%  19.6 1615s
 193424 156792 998059.057   60  210 2807991.90 883260.684  68.5%  19.6 1620s
 194831 157922 infeasible  111      2807991.90 883734.195  68.5%  19.6 1625s
 196170 159084 1616799.63   76  180 2807991.90 884498.965  68.5%  19.6 1630s
 197622 160222 2770944.16  171  113 2807991.90 885012.166  68.5%  19.6 1635s
 199054 161437 1065287.91   60  205 2807991.90 885367.558  68.5%  19.6 1640s
 200540 162557 1009188.23   63  209 2807991.90 885902.972  68.5%  19.6 1645s
 202368 164162 1572664.79   76  184 2807991.90 886393.708  68.4%  19.6 1650s
 203909 165372 1112757.75   64  197 2807991.90 886979.654  68.4%  19.6 1655s
 205736 167145 1332977.05   68  193 2807991.90 887387.218  68.4%  19.5 1660s
 207325 168427 972957.769   61  215 2807991.90 887750.062  68.4%  19.5 1665s
 208813 169645 1467444.50   75  184 2807991.90 888199.051  68.4%  19.5 1670s
 209984 170591 1001103.43   60  212 2807991.90 888473.773  68.4%  19.5 1675s
 211324 171679 1659254.02   74  164 2807991.90 888820.421  68.3%  19.5 1680s
 212673 172768 1339102.79   71  187 2807991.90 889434.181  68.3%  19.5 1685s
 214022 173933 2130312.59   90  152 2807991.90 889752.241  68.3%  19.5 1690s
 215603 175174 1865157.48   86  149 2807991.90 890473.726  68.3%  19.5 1695s
 216949 176248 1336901.74   72  186 2807991.90 891006.120  68.3%  19.5 1700s
 218340 177387 1151165.83   65  206 2807991.90 891629.165  68.2%  19.5 1705s
 219679 178427 1056909.31   62  208 2807991.90 892057.414  68.2%  19.5 1710s
 221026 179594 1888334.58   83  165 2807991.90 892487.535  68.2%  19.5 1715s
 222275 180603 2718447.28  110  119 2807991.90 892976.210  68.2%  19.5 1720s
 223721 181778 1292010.11   72  189 2807991.90 893238.626  68.2%  19.5 1725s
 225207 182944 2542287.72  103  117 2807991.90 893600.694  68.2%  19.5 1730s
 226841 184217 949764.648   58  212 2807991.90 894068.838  68.2%  19.5 1735s
 228036 185155 1034078.51   63  205 2807991.90 894739.282  68.1%  19.5 1740s
 229471 186329 1402345.08   76  182 2807991.90 895130.396  68.1%  19.5 1745s
 230676 187269 2764212.57  117  113 2807991.90 895448.195  68.1%  19.5 1750s
 232082 188393 2468345.26   89  139 2807991.90 896053.792  68.1%  19.5 1755s
 233322 189413 infeasible  105      2807991.90 896328.272  68.1%  19.5 1760s
 234581 190457 1559067.61   80  174 2807991.90 896793.783  68.1%  19.5 1765s
 235835 191430 1735862.79   75  169 2807991.90 897309.533  68.0%  19.5 1770s
 237004 192311 2712257.36  108  118 2807991.90 897635.555  68.0%  19.5 1775s
 238293 193383 1283693.01   71  188 2807991.90 897903.451  68.0%  19.5 1780s
 239531 194394 2722887.70  112  115 2807991.90 898306.353  68.0%  19.5 1785s
 240683 195255 1052905.49   64  214 2807991.90 898707.902  68.0%  19.5 1790s
 242171 196287 2766252.08  101  129 2807991.90 899089.201  68.0%  19.5 1795s
 243356 197341 936636.986   60  217 2807991.90 899411.271  68.0%  19.5 1800s
 244427 198170 1741286.38   81  171 2807991.90 899634.470  68.0%  19.5 1805s
 245719 199217 1838642.49   84  156 2807991.90 900215.176  67.9%  19.5 1810s
 246984 200175 1562586.07   79  172 2807991.90 900486.850  67.9%  19.5 1815s
 248254 201256 1585218.98   73  179 2807991.90 900797.859  67.9%  19.5 1820s
 249697 202346 2161882.70   89  150 2807991.90 901462.888  67.9%  19.5 1825s
 251043 203445 2633520.76   98  136 2807991.90 901839.695  67.9%  19.5 1830s
 252319 204425 990394.597   57  218 2807991.90 902409.818  67.9%  19.5 1835s
 253562 205523 2627525.59  100  132 2807991.90 902676.731  67.9%  19.5 1840s
 254857 206421 2730739.70  105  118 2807991.90 902986.188  67.8%  19.5 1845s
 256157 207458 1304486.49   68  190 2807991.90 903370.475  67.8%  19.5 1850s
 257636 208642 2626980.63  106  125 2807991.90 903727.034  67.8%  19.5 1855s
 259206 210001 1455406.68   76  173 2807991.90 904265.759  67.8%  19.5 1860s
 260718 211047 2133120.52   90  153 2807991.90 904780.358  67.8%  19.5 1865s
 261885 212065 1289918.46   67  199 2807991.90 905152.106  67.8%  19.5 1870s
 263407 213283 1525069.64   78  183 2807991.90 905377.871  67.8%  19.5 1875s
 264659 214270 1054364.84   60  208 2807991.90 905673.022  67.7%  19.5 1880s
 265908 215233 1110697.75   64  199 2807991.90 906063.732  67.7%  19.5 1885s
 267199 216243 1318169.36   72  185 2807991.90 906384.676  67.7%  19.5 1890s
 268700 217512 2666053.96  115  118 2807991.90 906878.663  67.7%  19.5 1895s
 269915 218522 2610708.08  102  126 2807991.90 907319.056  67.7%  19.5 1900s
 271216 219516 2680779.18  103  124 2807991.90 907549.767  67.7%  19.5 1905s
 272427 220683 1625271.83   76  176 2807991.90 907798.056  67.7%  19.5 1910s
 273665 221580 970378.332   59  218 2807991.90 907997.216  67.7%  19.4 1915s
 274855 222552 1931117.77   88  159 2807991.90 908370.297  67.7%  19.4 1920s
 276295 223773 2034220.72   92  144 2807991.90 908727.248  67.6%  19.4 1925s
 277504 224649 1623420.05   78  173 2807991.90 909172.858  67.6%  19.4 1930s
 278819 225698 2392041.53   96  132 2807991.90 909428.062  67.6%  19.4 1935s
 279233 225922 1312037.16   67  183 2807991.90 909484.463  67.6%  19.4 1940s
 280936 227395 1101103.11   62  206 2807991.90 909911.621  67.6%  19.4 1945s
 282104 228383     cutoff  105      2807991.90 910266.010  67.6%  19.4 1950s
 283342 229321 2785897.69  104  123 2807991.90 910572.500  67.6%  19.4 1955s
 284729 230460     cutoff  106      2807991.90 910932.122  67.6%  19.4 1960s
 285977 231468 1393745.07   70  184 2807991.90 911350.895  67.5%  19.4 1965s
 287227 232494 1021735.81   57  221 2807991.90 911649.909  67.5%  19.4 1970s
 288552 233555 2578053.82  100  129 2807991.90 911897.966  67.5%  19.4 1975s
 290030 234705 2294360.78   97  147 2807991.90 912212.222  67.5%  19.4 1980s
 291291 235784 2430347.22   95  135 2807991.90 912419.820  67.5%  19.4 1985s
 292727 236954 1831141.58   77  170 2807991.90 912835.217  67.5%  19.4 1990s
 293943 237949 2059526.71   90  143 2807991.90 913165.655  67.5%  19.4 1995s
 295389 239039 2684261.28  111  120 2807991.90 913474.135  67.5%  19.4 2000s
 296737 240197 1135216.32   59  214 2807991.90 913926.267  67.5%  19.4 2005s
 298071 241356 2493804.29   93  147 2807991.90 914114.331  67.4%  19.4 2010s
 299254 242255 944131.254   61  219 2807991.90 914368.651  67.4%  19.4 2015s
 300647 243381 1553588.47   75  180 2807991.90 914766.890  67.4%  19.4 2020s
 302080 244566 1552959.06   73  175 2807991.90 915161.176  67.4%  19.4 2025s
 303373 245605 1463809.82   74  184 2807991.90 915514.599  67.4%  19.4 2030s
 304683 246695     cutoff  116      2807991.90 915707.769  67.4%  19.4 2035s
 306091 247789 1286284.05   65  190 2807991.90 915905.922  67.4%  19.4 2040s
 307532 248955 1352082.54   71  189 2807991.90 916250.270  67.4%  19.4 2045s
 308753 249918     cutoff  102      2807991.90 916625.991  67.4%  19.4 2050s
 310212 251047 1079295.69   61  215 2807991.90 916943.959  67.3%  19.4 2055s
 311719 252179 1484518.35   73  178 2807991.90 917237.242  67.3%  19.4 2060s
 313168 253329 1305394.62   67  190 2807991.90 917586.092  67.3%  19.4 2065s
 314373 254360 1548215.73   76  180 2807991.90 917798.686  67.3%  19.4 2070s
 315765 255470 1469185.72   69  185 2807991.90 918073.894  67.3%  19.4 2075s
 316106 255582 2267488.31   93  141 2807991.90 918191.298  67.3%  19.4 2080s
 317757 257101 1824904.46   78  170 2807991.90 918596.311  67.3%  19.4 2085s
 319024 258114 1568839.36   73  179 2807991.90 918759.611  67.3%  19.4 2090s
 320453 259266 2579694.72   97  134 2807991.90 919014.561  67.3%  19.4 2095s
 321689 260230 1483350.69   74  177 2807991.90 919260.355  67.3%  19.4 2100s
 323000 261221 2607237.04  104  119 2807991.90 919464.649  67.3%  19.4 2105s
 324223 262176 2555185.40   94  133 2807991.90 919802.282  67.2%  19.4 2110s
 325411 263202 2306911.64   93  145 2807991.90 920029.563  67.2%  19.4 2115s
 326715 264206 1494401.87   75  186 2807991.90 920244.728  67.2%  19.4 2120s
 328103 265196 1134030.36   59  213 2807991.90 920522.150  67.2%  19.4 2125s
 329454 266312 1375588.76   66  194 2807991.90 920840.149  67.2%  19.4 2130s
 330600 267201     cutoff  102      2807991.90 921078.270  67.2%  19.4 2135s
 331792 268348 1390599.76   72  192 2807991.90 921304.097  67.2%  19.4 2140s
 333181 269373 1687613.71   83  170 2807991.90 921580.589  67.2%  19.4 2145s
 334622 270542 1168301.46   62  206 2807991.90 921864.841  67.2%  19.4 2150s
 336214 271933 1917177.66   91  154 2807991.90 922000.636  67.2%  19.4 2155s
 337566 273006 1193448.54   62  206 2807991.90 922171.605  67.2%  19.4 2160s
 338935 273955     cutoff  105      2807991.90 922376.244  67.2%  19.4 2165s
 340094 274965     cutoff  103      2807991.90 922713.983  67.1%  19.4 2170s
 341341 275989 1620935.98   78  182 2807991.90 923003.964  67.1%  19.4 2175s
 342591 276947 1587234.56   76  177 2807991.90 923373.581  67.1%  19.4 2180s
 343997 278104 1544983.35   72  183 2807991.90 923574.679  67.1%  19.4 2185s
 345228 278955     cutoff  102      2807991.90 923751.907  67.1%  19.4 2190s
 346897 280264 1046577.03   57  222 2807991.90 924010.655  67.1%  19.4 2195s
 348366 281509 1959499.49   84  144 2807991.90 924289.484  67.1%  19.4 2200s
 349690 282605 2157775.26   84  164 2807991.90 924628.422  67.1%  19.4 2205s
 352012 284503 2253660.04   90  148 2807991.90 924937.828  67.1%  19.4 2210s
 354015 286160 1419750.21   73  177 2807991.90 925574.041  67.0%  19.4 2215s
 355875 287616 1431734.12   68  189 2807991.90 925903.967  67.0%  19.4 2220s
 357176 288677 1034786.48   60  207 2807991.90 926311.848  67.0%  19.4 2225s
 358431 289792 2357682.24  105  130 2807991.90 926641.423  67.0%  19.4 2230s
 360102 291002 2620450.81  104  126 2807991.90 926881.299  67.0%  19.4 2235s
 361834 292296 2146407.16   88  147 2807991.90 927221.376  67.0%  19.4 2240s
 363926 293819 1450440.89   74  186 2807991.90 927637.174  67.0%  19.4 2245s
 365628 295225 2240740.06   91  145 2807991.90 927884.855  67.0%  19.4 2250s
 367377 296564 2656817.04  101  117 2807991.90 928328.136  66.9%  19.4 2255s
 368499 297496 1624077.12   81  168 2807991.90 928604.405  66.9%  19.4 2260s
 370337 298947     cutoff  103      2807991.90 928882.820  66.9%  19.3 2265s
 372121 300459 2120492.52   88  148 2807991.90 929256.458  66.9%  19.3 2270s
 373410 301477 1008124.79   61  209 2807991.90 929657.471  66.9%  19.3 2275s
 374681 302535 1051268.44   63  203 2807991.90 929958.285  66.9%  19.3 2280s
 375909 303551 1041334.56   60  206 2807991.90 930113.398  66.9%  19.3 2285s
 377156 304547 1708213.13   78  172 2807991.90 930313.286  66.9%  19.3 2290s
 378419 305515 1052633.57   63  212 2807991.90 930569.656  66.9%  19.3 2295s
 379677 306688 1194121.60   69  187 2807991.90 930743.971  66.9%  19.3 2300s
 381045 307694 1160887.08   62  208 2807991.90 930993.895  66.8%  19.3 2305s
 382437 308904 1925245.56   84  164 2807991.90 931213.388  66.8%  19.3 2310s
 383844 310110 1142418.15   58  212 2807991.90 931408.803  66.8%  19.3 2315s
 385249 311190 1003643.69   62  211 2807991.90 931623.807  66.8%  19.3 2320s
 387378 312968 1925926.13   82  163 2807991.90 931959.465  66.8%  19.3 2325s
 388540 313947 1010710.14   63  205 2807991.90 932191.356  66.8%  19.3 2330s
 389852 315006 1007573.15   60  210 2807991.90 932392.863  66.8%  19.3 2335s
 391354 316264 1309977.73   70  189 2807991.90 932624.037  66.8%  19.3 2340s
 392552 317202 1961415.92   85  165 2807991.90 932840.731  66.8%  19.3 2345s
 394000 318306 2296997.91   92  142 2807991.90 933104.168  66.8%  19.3 2350s
 395323 319431 1585184.75   76  168 2807991.90 933404.577  66.8%  19.3 2355s
 396857 320578 2309207.28   96  134 2807991.90 933741.871  66.7%  19.3 2360s
 398082 321617 1001356.10   61  206 2807991.90 933980.860  66.7%  19.3 2365s
 399482 322691 1469447.19   75  177 2807991.90 934214.260  66.7%  19.3 2370s
 400742 323761     cutoff  112      2807991.90 934448.024  66.7%  19.3 2375s
 402192 324945 2690630.03  117  114 2807991.90 934657.329  66.7%  19.3 2380s
 403432 325876 1520625.82   75  171 2807991.90 934880.737  66.7%  19.3 2385s
 403719 326007 1218938.25   63  205 2807991.90 934927.723  66.7%  19.3 2390s
 405191 327290 1492079.38   71  179 2807991.90 935161.921  66.7%  19.3 2395s
 406435 328283 1328419.56   69  186 2807991.90 935337.624  66.7%  19.3 2400s
 407631 329163 1684606.19   79  169 2807991.90 935636.117  66.7%  19.3 2405s
 409025 330289 2680294.64  102  118 2807991.90 935840.884  66.7%  19.3 2410s
 410550 331470 1276481.75   69  189 2807991.90 936100.430  66.7%  19.3 2415s
 411767 332389 1885342.84   79  162 2807991.90 936295.845  66.7%  19.3 2420s
 413033 333442 1101691.23   65  205 2807991.90 936434.277  66.7%  19.3 2425s
 414528 334603 1045211.28   58  220 2807991.90 936626.151  66.6%  19.3 2430s
 415968 335724 1078482.41   61  213 2807991.90 936835.777  66.6%  19.3 2435s
 417366 336825 2106570.33   84  161 2807991.90 937055.149  66.6%  19.3 2440s
 419035 338242 1499127.67   70  190 2807991.90 937266.224  66.6%  19.3 2445s
 420702 339495     cutoff  103      2807991.90 937612.898  66.6%  19.3 2450s
 421857 340479     cutoff   99      2807991.90 937824.453  66.6%  19.3 2456s
 423033 341396 1745312.23   90  154 2807991.90 937951.670  66.6%  19.3 2460s
 424370 342475 1296268.32   68  191 2807991.90 938153.952  66.6%  19.3 2465s
 425687 343524 1303910.94   70  178 2807991.90 938415.151  66.6%  19.3 2470s
 427126 344642 1182672.26   67  199 2807991.90 938658.249  66.6%  19.3 2475s
 428250 345528 1393468.70   69  191 2807991.90 938810.770  66.6%  19.3 2480s
 429535 346536 1134908.21   62  201 2807991.90 938989.865  66.6%  19.2 2485s
 430829 347646 2525662.51   97  135 2807991.90 939195.590  66.6%  19.2 2490s
 432131 348603 1722202.35   83  162 2807991.90 939395.733  66.5%  19.2 2495s
 433603 349794 1652174.37   76  166 2807991.90 939697.714  66.5%  19.2 2500s
 434871 350747 1087848.57   66  203 2807991.90 939947.113  66.5%  19.2 2505s
 436181 351695 2481409.12  106  127 2807991.90 940135.462  66.5%  19.2 2510s
 437297 352598 2338257.09   93  135 2807991.90 940403.226  66.5%  19.2 2515s
 438611 353703 1901520.82   87  156 2807991.90 940503.976  66.5%  19.2 2520s
 439899 354750 1080449.48   62  202 2807991.90 940713.467  66.5%  19.2 2525s
 441237 355818 2651483.41  100  128 2807991.90 940883.301  66.5%  19.2 2530s
 442302 356676 1231622.67   69  192 2807991.90 941115.715  66.5%  19.2 2535s
 443545 357663 1458721.15   76  182 2807991.90 941296.007  66.5%  19.2 2540s
 444978 358734 1385447.99   69  189 2807991.90 941577.602  66.5%  19.2 2545s
 446188 359691 1105091.68   60  203 2807991.90 941809.679  66.5%  19.2 2550s
 447492 360689 1000219.42   62  213 2807991.90 942030.005  66.5%  19.2 2555s
 448702 361747 2342788.33   97  141 2807991.90 942160.663  66.4%  19.2 2560s
 450069 362820 1628508.90   79  168 2807991.90 942442.573  66.4%  19.2 2565s
 451933 364290 2806376.08  102  128 2807991.90 942742.575  66.4%  19.2 2570s
 453785 365726 1306421.45   67  193 2807991.90 943094.430  66.4%  19.2 2575s
 455740 367304 1704499.56   82  169 2807991.90 943363.695  66.4%  19.2 2580s
 457477 368613 1180567.94   69  201 2807991.90 943674.499  66.4%  19.2 2585s
 458711 369638 1407399.44   72  185 2807991.90 943935.036  66.4%  19.2 2590s
 460037 370704 2739554.94  152  109 2807991.90 944048.162  66.4%  19.2 2595s
 461114 371576 1859217.55   90  157 2807991.90 944202.982  66.4%  19.2 2600s
 462527 372747     cutoff  135      2807991.90 944392.168  66.4%  19.2 2605s
 463833 373826 1124942.11   60  204 2807991.90 944644.710  66.4%  19.2 2610s
 465040 374791 2558246.63   95  140 2807991.90 944855.498  66.4%  19.2 2615s
 466413 375885 1316118.90   65  200 2807991.90 945064.745  66.3%  19.2 2620s
 467709 376825     cutoff  108      2807991.90 945355.109  66.3%  19.2 2625s
 468628 377544 1303719.03   66  199 2807991.90 945604.776  66.3%  19.2 2630s
 469739 378440 1530150.49   78  172 2807991.90 945751.779  66.3%  19.2 2635s
 471093 379373 1458461.87   76  187 2807991.90 946045.425  66.3%  19.2 2640s
 472535 380670 1474332.80   70  185 2807991.90 946291.144  66.3%  19.2 2645s
 473853 381670 2727448.38  108  126 2807991.90 946367.919  66.3%  19.2 2650s
 475264 382807 1784525.99   84  157 2807991.90 946559.661  66.3%  19.2 2655s
 476572 383849 2779900.60  127  115 2807991.90 946762.038  66.3%  19.2 2660s
 477929 384952 2741062.59  111  118 2807991.90 947035.171  66.3%  19.2 2665s
 479248 385997 2370249.21   93  136 2807991.90 947229.313  66.3%  19.2 2670s
 480534 386979 1424851.24   70  185 2807991.90 947520.494  66.3%  19.2 2675s
 481062 387437 2432054.70   95  133 2807991.90 947601.813  66.3%  19.2 2682s
 481770 388038 1156048.75   68  191 2807991.90 947817.592  66.2%  19.2 2685s
 483414 389325 1088156.13   58  222 2807991.90 948089.169  66.2%  19.2 2690s
 484565 390247 2633045.89  100  129 2807991.90 948230.165  66.2%  19.2 2695s
 485898 391229     cutoff  154      2807991.90 948437.727  66.2%  19.2 2700s
 487186 392303 2192547.28   91  134 2807991.90 948643.688  66.2%  19.2 2705s
 488515 393487 1551485.85   77  181 2807991.90 948896.042  66.2%  19.2 2710s
 490599 395219 1963793.61   90  146 2807991.90 949104.264  66.2%  19.2 2715s
 492374 396532 1933870.83   80  149 2807991.90 949409.305  66.2%  19.2 2720s
 493670 397610 1092184.30   62  201 2807991.90 949543.031  66.2%  19.2 2725s
 494829 398425 1836164.40   79  156 2807991.90 949700.502  66.2%  19.2 2730s
 496102 399520 1035321.48   62  218 2807991.90 949822.027  66.2%  19.2 2735s
 497341 400495 1910223.22   85  155 2807991.90 949953.626  66.2%  19.2 2740s
 498687 401580 2766978.46  112  125 2807991.90 950110.337  66.2%  19.2 2745s
 499923 402557     cutoff  104      2807991.90 950292.994  66.2%  19.2 2750s
 501584 403825 1050926.24   62  208 2807991.90 950681.582  66.1%  19.2 2755s
 502966 404966 2349841.25  104  127 2807991.90 950812.315  66.1%  19.2 2760s
 504263 405986 2542877.83  101  127 2807991.90 951087.503  66.1%  19.2 2765s
 505642 407127 1020814.95   64  204 2807991.90 951224.532  66.1%  19.2 2770s
 506873 408098 1385425.58   69  187 2807991.90 951385.168  66.1%  19.2 2775s
 508028 409027 1492600.52   74  181 2807991.90 951546.545  66.1%  19.2 2780s
 509324 410060 2305282.16   88  154 2807991.90 951754.253  66.1%  19.2 2785s
 510642 411162 1092534.75   61  211 2807991.90 951962.465  66.1%  19.2 2790s
 511761 412062 1119283.32   67  202 2807991.90 952087.481  66.1%  19.2 2795s
 513126 413149 2669809.84  102  120 2807991.90 952267.528  66.1%  19.2 2800s
 514513 414204 2130653.21   82  161 2807991.90 952460.863  66.1%  19.2 2805s
 515715 415096 2446160.42   97  134 2807991.90 952620.322  66.1%  19.2 2810s
 516895 416054 2622097.03   99  125 2807991.90 952747.107  66.1%  19.2 2815s
 518195 417129 1144894.33   59  209 2807991.90 952929.013  66.1%  19.2 2820s
 519527 418190 infeasible  110      2807991.90 953085.058  66.1%  19.2 2825s
 520862 419283 1073253.03   62  207 2807991.90 953239.527  66.1%  19.2 2830s
 522251 420455 2771888.31  110  124 2807991.90 953328.914  66.0%  19.2 2835s
 523329 421336 2594980.67  105  122 2807991.90 953498.162  66.0%  19.2 2840s
 524496 422164 1379480.55   71  189 2807991.90 953574.156  66.0%  19.2 2845s
 525272 422889 1496915.49   74  188 2807991.90 953720.360  66.0%  19.2 2850s
 526644 423921 1395574.11   69  188 2807991.90 953916.695  66.0%  19.2 2855s
 527796 424842     cutoff  108      2807991.90 954055.417  66.0%  19.2 2860s
 529100 425862 1881421.78   82  165 2807991.90 954179.942  66.0%  19.2 2865s
 530126 426677 1434004.26   75  184 2807991.90 954387.710  66.0%  19.2 2870s
 531477 427674 1562316.87   74  187 2807991.90 954519.567  66.0%  19.2 2875s
 532748 428740 1154128.19   61  219 2807991.90 954730.567  66.0%  19.2 2880s
 534022 429741 2281632.36   96  145 2807991.90 954945.070  66.0%  19.2 2885s
 535166 430633 1900643.29   84  159 2807991.90 955165.585  66.0%  19.2 2890s
 536361 431601 2477985.30  104  128 2807991.90 955293.400  66.0%  19.2 2895s
 537738 432706 2340200.57   92  143 2807991.90 955507.142  66.0%  19.2 2900s
 539024 433739 2725748.40  283  104 2807991.90 955606.148  66.0%  19.2 2905s
 540384 434843 1491077.28   70  187 2807991.90 955744.085  66.0%  19.2 2910s
 541647 435645 1105434.39   60  214 2807991.90 955925.117  66.0%  19.2 2915s
 542919 436757 2661482.19  104  130 2807991.90 956154.904  65.9%  19.2 2920s
 544068 437653     cutoff  109      2807991.90 956274.811  65.9%  19.2 2925s
 545375 438741 1442423.16   72  185 2807991.90 956504.164  65.9%  19.2 2930s
 546756 439824 1112152.99   62  212 2807991.90 956663.120  65.9%  19.2 2935s
 548013 440913 1496304.96   76  171 2807991.90 956890.727  65.9%  19.2 2940s
 549481 441923 2631388.90   99  122 2807991.90 956993.415  65.9%  19.2 2945s
 550597 442907 1748189.17   80  168 2807991.90 957127.212  65.9%  19.2 2950s
 551891 443998 2672643.83   94  135 2807991.90 957361.231  65.9%  19.2 2955s
 553268 445025 1181134.16   64  192 2807991.90 957588.097  65.9%  19.2 2960s
 554710 446263 2435252.23  101  123 2807991.90 957808.562  65.9%  19.2 2965s
 556604 447752     cutoff  101      2807991.90 958128.105  65.9%  19.2 2970s
 558523 449349 2796970.93  105  125 2807991.90 958354.996  65.9%  19.2 2975s
 560331 450670 1765216.21   80  168 2807991.90 958604.618  65.9%  19.2 2980s
 561590 451718 1139085.87   65  201 2807991.90 958712.953  65.9%  19.2 2985s
 562793 452825     cutoff  114      2807991.90 958812.463  65.9%  19.2 2990s
 564401 454028 2380124.29   99  131 2807991.90 958991.854  65.8%  19.2 2995s
 565873 455124     cutoff  104      2807991.90 959170.509  65.8%  19.2 3000s
 567083 456119 1334120.19   68  189 2807991.90 959286.145  65.8%  19.2 3005s
 567532 456287 1077776.59   59  215 2807991.90 959309.943  65.8%  19.2 3013s
 567634 456383 2715577.96  105  130 2807991.90 959342.432  65.8%  19.2 3015s
 568830 457557 2329162.24   95  146 2807991.90 959453.334  65.8%  19.2 3020s
 570357 458642 1906043.81   82  163 2807991.90 959636.916  65.8%  19.2 3025s
 571440 459445 2514383.89   95  135 2807991.90 959732.835  65.8%  19.2 3030s
 572709 460449 1212285.50   67  197 2807991.90 959959.398  65.8%  19.2 3035s
 573851 461262 1753664.89   83  160 2807991.90 960194.328  65.8%  19.2 3040s
 575181 462343 1958306.54   88  151 2807991.90 960381.417  65.8%  19.2 3045s
 576542 463450 2697279.08   98  134 2807991.90 960555.385  65.8%  19.2 3050s
 577719 464424 1865612.89   86  162 2807991.90 960685.606  65.8%  19.2 3055s
 578977 465365 1707125.34   79  175 2807991.90 960921.230  65.8%  19.2 3060s
 580434 466676 2773386.81  220  101 2807991.90 961026.042  65.8%  19.2 3065s
 581734 467767 1293312.74   68  187 2807991.90 961144.873  65.8%  19.1 3070s
 582790 468551 2474001.10   98  128 2807991.90 961192.710  65.8%  19.1 3075s
 584197 469685 2102445.65   91  150 2807991.90 961390.888  65.8%  19.1 3080s
 585489 470501 2477542.74  106  126 2807991.90 961543.248  65.8%  19.1 3085s
 586693 471624 1394624.13   65  196 2807991.90 961683.778  65.8%  19.1 3090s
 587769 472537 2059862.39   85  153 2807991.90 961812.921  65.7%  19.1 3095s
 589322 473729 1055548.09   64  203 2807991.90 962042.842  65.7%  19.1 3100s
 590405 474644 1659524.70   79  175 2807991.90 962175.583  65.7%  19.1 3105s
 591754 475857 1919595.50   93  161 2807991.90 962266.173  65.7%  19.1 3110s
 593165 476905 2515007.94   96  134 2807991.90 962375.890  65.7%  19.1 3115s
 594415 477870 2792350.34  112  120 2807991.90 962550.081  65.7%  19.1 3120s
 595914 478969 2713864.70  105  128 2807991.90 962840.598  65.7%  19.1 3125s
 597185 479982 2197570.92   93  140 2807991.90 963047.348  65.7%  19.1 3130s
 598457 481123     cutoff  218      2807991.90 963102.064  65.7%  19.1 3135s
 599792 482125 1464510.67   73  177 2807991.90 963291.142  65.7%  19.1 3140s
 601243 483290 1793704.29   80  171 2807991.90 963511.449  65.7%  19.1 3145s
 602414 484276 1527774.42   76  171 2807991.90 963634.091  65.7%  19.1 3150s
 603925 485482 1652019.82   85  161 2807991.90 963779.456  65.7%  19.1 3155s
 605260 486546 2222590.74   96  137 2807991.90 963961.062  65.7%  19.1 3160s
 607393 488224 2324356.55   91  131 2807991.90 964242.271  65.7%  19.1 3165s
