
Gurobi 11.0.3 (linux64, Java) logging started dom 15 dez 2024 02:23:45 -03

Set parameter Username
Academic license - for non-commercial use only - expires 2025-10-10
Set parameter NonConvex to value 2
Set parameter TimeLimit to value 3600
Set parameter LogToConsole to value 0
Set parameter MIPGap to value 1.1439385627166870e-07
Set parameter Threads to value 2
Set parameter NodefileDir to value "/home/ps12398/experiment_epec/goalProgrammingMarcos/"
Set parameter NodefileStart to value 1
Gurobi Optimizer version 11.0.3 build v11.0.3rc0 (linux64)

CPU model: Intel(R) Xeon(R) CPU           X5650  @ 2.67GHz, instruction set [SSE2]
Thread count: 12 physical cores, 24 logical processors, using up to 2 threads

Optimize a model with 59897 rows, 40194 columns and 172257 nonzeros
Model fingerprint: 0x35800629
Model has 146 quadratic constraints
Variable types: 20028 continuous, 20166 integer (141 binary)
Coefficient statistics:
  Matrix range     [7e-03, 2e+06]
  QMatrix range    [7e-03, 5e+04]
  QLMatrix range   [1e+00, 5e+04]
  Objective range  [1e+00, 2e+07]
  Bounds range     [1e+00, 1e+08]
  RHS range        [1e+00, 3e+06]
  QRHS range       [3e-02, 3e-02]
Presolve removed 59633 rows and 39545 columns
Presolve time: 0.11s
Presolved: 810 rows, 820 columns, 12516 nonzeros
Presolved model has 2 SOS constraint(s)
Presolved model has 141 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 457 continuous, 363 integer (143 binary)
Found heuristic solution: objective 2477067.8432

Root relaxation: objective 2.068349e+06, 105 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

H  216   231                    2318760.7585 2128510.29  8.20%   0.8    1s
H  217   231                    2318544.0746 2128510.29  8.20%   0.8    1s
H  218   231                    2318412.6861 2128510.29  8.19%   0.8    1s
H  219   231                    2318349.4415 2128510.29  8.19%   0.8    1s
H  220   231                    2318288.8267 2128510.29  8.19%   0.8    1s
H  221   231                    2318277.6301 2128510.29  8.19%   0.8    1s
H  230   248                    2318218.9305 2128510.29  8.18%   0.8    1s
H  232   248                    2308455.9082 2128510.29  7.80%   1.1    1s
H  233   248                    2308024.3941 2128510.29  7.78%   1.1    1s
H  298   308                    2307447.6779 2128510.29  7.75%   1.5    1s
H  299   308                    2307425.3513 2128510.29  7.75%   1.5    1s
H  300   308                    2306747.0172 2128510.29  7.73%   1.5    1s
H  301   308                    2306472.1845 2128510.29  7.72%   1.5    1s
H  302   308                    2306368.6305 2128510.29  7.71%   1.5    2s
H  303   308                    2306302.2047 2128510.29  7.71%   1.5    2s
H  305   308                    2306257.6123 2128510.29  7.71%   1.5    2s
H  306   308                    2304851.9117 2128510.29  7.65%   1.5    2s
H  341   345                    2304814.1555 2128510.29  7.65%   1.6    2s
H  342   345                    2304735.0603 2128510.29  7.65%   1.6    2s
H  343   345                    2304686.5417 2128510.29  7.64%   1.6    2s
H  350   361                    2304634.0715 2128510.29  7.64%   1.8    2s
H  351   361                    2304581.2705 2128510.29  7.64%   1.8    2s
H  352   361                    2304447.8650 2128510.29  7.63%   1.8    2s
H  353   361                    2304316.7185 2128510.29  7.63%   1.8    2s
H  354   361                    2304274.7141 2128510.29  7.63%   1.8    2s
H  355   361                    2304188.5945 2128510.29  7.62%   1.8    2s
H  356   361                    2304078.0132 2128510.29  7.62%   1.8    2s
H  357   361                    2299985.8363 2128510.29  7.46%   1.8    2s
H  359   361                    2299944.2695 2128510.29  7.45%   1.8    2s
H  369   381                    2299852.9887 2128510.29  7.45%   1.9    2s
H  372   381                    2298399.4394 2128510.29  7.39%   1.9    2s
H  373   381                    2297159.8556 2128510.29  7.34%   1.9    2s
H  374   381                    2296663.6832 2128510.29  7.32%   1.9    2s
H  375   381                    2296492.7359 2128510.29  7.31%   1.9    2s
H  376   381                    2296440.6587 2128510.29  7.31%   1.9    2s
H  377   381                    2296353.2028 2128510.29  7.31%   1.9    2s
H  378   381                    2296312.2353 2128510.29  7.31%   1.9    2s
H  379   381                    2296273.7196 2128510.29  7.31%   1.9    2s
H  386   405                    2296225.2580 2128510.29  7.30%   1.9    2s
H  605   643                    2261025.6630 2128510.29  5.86%   2.2    2s
H  787   791                    2247347.3230 2128510.29  5.29%   2.5    2s
H 1144  1212                    2226115.6742 2128510.29  4.38%   2.6    3s
H 1210  1212                    2225728.2588 2128510.29  4.37%   2.5    3s
  2014  1877 2198993.17   64   88 2225728.26 2195723.50  1.35%   2.8    5s
  3224  2750 2211976.66  362   71 2225728.26 2195723.50  1.35%   3.0   10s
* 4343  3322             667    2225685.1519 2195723.50  1.35%   3.1   13s
* 4346  3239             668    2225673.5616 2195723.50  1.35%   3.1   13s
* 4363  3156             676    2225615.4885 2195723.50  1.34%   3.1   13s
H 5252  3965                    2225434.8868 2195723.50  1.34%   3.4   14s
  6441  4836 2209256.59  152   90 2225434.89 2195723.50  1.34%   4.2   15s
H 8165  6317                    2225373.8423 2195723.50  1.33%   4.6   16s
H 9233  7499                    2225358.6054 2195723.50  1.33%   4.8   16s
H 9444  7499                    2225339.6033 2195723.50  1.33%   4.7   16s
H11723  9447                    2224666.6060 2195723.50  1.30%   5.2   18s
*11836  9446             525    2224623.4947 2195723.50  1.30%   5.2   18s
*11847  9442             526    2224596.7100 2195723.50  1.30%   5.2   18s
H14606 11834                    2222693.7048 2195723.50  1.21%   5.1   19s
 14862 11755 2219743.76  489   75 2222693.70 2195723.50  1.21%   5.0   20s
H14955 11741                    2220690.8242 2195723.50  1.12%   5.1   20s
H14958 11735                    2220625.3420 2195723.50  1.12%   5.1   20s
H14961 11728                    2220609.9371 2195723.50  1.12%   5.1   20s
*16450 12660             469    2220578.4248 2195723.50  1.12%   5.1   21s
*16458 12658             471    2220569.3128 2195723.50  1.12%   5.1   21s
H16582 12980                    2220548.1273 2195723.50  1.12%   5.1   21s
H19307 15115                    2220238.9501 2195723.50  1.10%   5.2   22s
 23543 18692 2216672.16  347   77 2220238.95 2195723.50  1.10%   5.0   25s
H24505 18113                    2217638.7067 2195723.50  0.99%   5.0   25s
H30339 22488                    2216886.2318 2195723.50  0.95%   5.0   28s
*30376 22403             687    2216743.7617 2195723.50  0.95%   5.0   28s
H31538 23091                    2216592.7156 2195723.50  0.94%   5.0   29s
 32006 23647 2196337.11  363   83 2216592.72 2195723.50  0.94%   5.0   30s
*32855 24218             596    2216525.9561 2195723.50  0.94%   5.1   30s
H34215 25141                    2216369.1293 2195723.50  0.93%   5.1   31s
H34797 25372                    2216318.3171 2195723.50  0.93%   5.2   31s
H35978 26393                    2216290.2087 2195723.50  0.93%   5.2   32s
H36150 26302                    2216186.4093 2195723.50  0.92%   5.2   32s
H38249 26776                    2214997.8436 2195723.50  0.87%   5.3   34s
 39506 27924 2206659.34  536   79 2214997.84 2195723.50  0.87%   5.3   35s
*42439 30060             610    2214958.7480 2195723.50  0.87%   5.3   36s
*42445 30056             611    2214957.1168 2195723.50  0.87%   5.3   36s
H43462 30723                    2214921.9542 2195723.50  0.87%   5.4   37s
*43595 30286             648    2214602.0366 2195723.50  0.85%   5.4   37s
*44344 30661             525    2214601.8794 2195723.50  0.85%   5.4   38s
*44345 30661             525    2214601.8742 2195723.50  0.85%   5.4   38s
*44347 30661             523    2214601.8735 2195723.50  0.85%   5.4   38s
H46244 31819                    2214347.9008 2195723.50  0.84%   5.5   39s
H47025 30426                    2213297.6745 2195723.50  0.79%   5.5   39s
 47057 30645 2200777.74  470   84 2213297.67 2195723.50  0.79%   5.5   40s
H50745 33240                    2213292.1351 2195723.50  0.79%   5.7   42s
H52735 34587                    2213287.5338 2195723.50  0.79%   5.8   44s
 53321 34910     cutoff  495      2213287.53 2195723.50  0.79%   5.8   45s
 59782 39278     cutoff  465      2213287.53 2195723.50  0.79%   6.1   50s
*61463 40080             688    2213281.2071 2195723.50  0.79%   6.1   51s
*61464 40080             688    2213281.1865 2195723.50  0.79%   6.1   51s
 67393 44485 2207032.53  413   75 2213281.19 2195723.50  0.79%   6.2   55s
*68467 45145             665    2213276.4415 2195723.50  0.79%   6.2   55s
*68469 45009             666    2213266.4813 2195723.50  0.79%   6.2   55s
*68474 44968             669    2213264.2439 2195723.50  0.79%   6.2   55s
*68482 44963             670    2213263.6259 2195723.50  0.79%   6.2   55s
*68490 44961             671    2213263.4235 2195723.50  0.79%   6.2   55s
*68498 44961             672    2213263.4195 2195723.50  0.79%   6.2   55s
*68506 44961             673    2213263.4175 2195723.50  0.79%   6.2   55s
*68522 44961             675    2213263.4162 2195723.50  0.79%   6.2   55s
*68530 44926             676    2213261.2553 2195723.50  0.79%   6.2   55s
 74057 48731 2213155.04  550   24 2213261.26 2195723.50  0.79%   6.4   60s
*74066 48588             558    2213250.7024 2195723.50  0.79%   6.4   60s
H74945 49459                    2213250.6717 2195723.50  0.79%   6.4   60s
H75156 49459                    2213250.6712 2195723.50  0.79%   6.4   60s
*78478 51330             534    2213250.6313 2195723.50  0.79%   6.5   63s
*78482 51329             535    2213250.3190 2195723.50  0.79%   6.5   63s
H79672 52326                    2213250.2276 2195723.50  0.79%   6.5   64s
*79889 51973             555    2213220.7993 2195723.50  0.79%   6.5   64s
*79891 51970             556    2213220.7367 2195723.50  0.79%   6.5   64s
*79893 51970             557    2213220.7081 2195723.50  0.79%   6.5   64s
*79895 51970             558    2213220.7061 2195723.50  0.79%   6.5   64s
*79897 51970             559    2213220.6949 2195723.50  0.79%   6.5   64s
*79899 51970             560    2213220.6922 2195723.50  0.79%   6.5   64s
*79900 51946             560    2213219.1877 2195723.50  0.79%   6.5   64s
 80168 52133     cutoff  350      2213219.19 2195723.50  0.79%   6.5   65s
*82293 53320             595    2213218.8087 2195723.50  0.79%   6.6   66s
*82295 53314             596    2213218.3477 2195723.50  0.79%   6.6   66s
*82297 53313             597    2213218.2918 2195723.50  0.79%   6.6   66s
*82298 53312             597    2213218.2499 2195723.50  0.79%   6.6   66s
*82301 53312             596    2213217.9262 2195723.50  0.79%   6.6   66s
*82303 53298             597    2213216.9718 2195723.50  0.79%   6.6   66s
*82305 53297             598    2213216.8011 2195723.50  0.79%   6.6   66s
*82307 53295             599    2213216.6972 2195723.50  0.79%   6.6   66s
*82308 53295             599    2213216.6262 2195723.50  0.79%   6.6   66s
*82313 53295             598    2213216.5823 2195723.50  0.79%   6.6   66s
*82315 53291             599    2213216.4120 2195723.50  0.79%   6.6   66s
*82317 53290             600    2213216.3069 2195723.50  0.79%   6.6   66s
*82318 53290             600    2213216.2346 2195723.50  0.79%   6.6   66s
*82324 53290             599    2213216.2196 2195723.50  0.79%   6.6   66s
*82326 53290             600    2213216.1131 2195723.50  0.79%   6.6   66s
*82327 53288             600    2213216.0335 2195723.50  0.79%   6.6   66s
 86499 56325 2201607.87  285   91 2213216.03 2195723.50  0.79%   6.6   70s
H87922 52488                    2212289.8371 2195723.50  0.75%   6.6   71s
H88739 53139                    2212289.7885 2195723.50  0.75%   6.7   71s
 93047 55992 2208548.11  353   83 2212289.79 2195723.50  0.75%   6.8   75s
 99737 60344 2210210.76  421   83 2212289.79 2195723.50  0.75%   7.0   80s
 105064 63662     cutoff  442      2212289.79 2195723.50  0.75%   7.2   85s
 111724 67570     cutoff  386      2212289.79 2195723.50  0.75%   7.4   90s
 117354 70838     cutoff  468      2212289.79 2195723.50  0.75%   7.6   95s
 123116 73950 2210614.64  475   77 2212289.79 2195723.50  0.75%   7.7  100s
 128825 77220 2202429.95  365   89 2212289.79 2195723.50  0.75%   7.8  105s
 134922 80518 2211575.16  417   78 2212289.79 2195723.50  0.75%   7.9  110s
 140693 83506 2212071.19  552   83 2212289.79 2195723.50  0.75%   8.0  115s
 146941 87286     cutoff  373      2212289.79 2195723.50  0.75%   8.1  120s
 152702 90454 2207795.00  336   88 2212289.79 2195723.50  0.75%   8.2  125s
 159102 94617 2201774.61  379   82 2212289.79 2195723.50  0.75%   8.3  130s
 165294 98253     cutoff  439      2212289.79 2195723.50  0.75%   8.4  135s
 171549 102215 2201543.00  356   84 2212289.79 2195723.50  0.75%   8.4  140s
 177851 105836 2206634.60  389   86 2212289.79 2195723.50  0.75%   8.5  145s
 183466 109122     cutoff  398      2212289.79 2195723.50  0.75%   8.6  150s
 189521 112435 2195723.50  409   86 2212289.79 2195723.50  0.75%   8.7  155s
 195003 115669 2208347.28  438   83 2212289.79 2195723.50  0.75%   8.7  160s
 201072 119244     cutoff  404      2212289.79 2195723.50  0.75%   8.8  165s
 207767 123843 2210105.03  426   76 2212289.79 2195723.50  0.75%   8.8  170s
 214899 128803 2208695.77  354   88 2212289.79 2195723.50  0.75%   8.8  175s
 220865 132253     cutoff  484      2212289.79 2195723.50  0.75%   8.8  180s
 226987 135444 2211784.58  490   84 2212289.79 2195723.50  0.75%   8.9  185s
 232387 138427 2208253.53  361   84 2212289.79 2195723.50  0.75%   8.9  190s
 238648 142269 2201958.67  436   79 2212289.79 2195723.50  0.75%   9.0  195s
 245251 146248 2202254.87  436   75 2212289.79 2195723.50  0.75%   9.0  200s
 251816 150213 2202536.50  326   87 2212289.79 2195723.50  0.75%   9.0  205s
 258054 153894 2195726.76  357   85 2212289.79 2195723.50  0.75%   9.0  210s
 263736 157240     cutoff  393      2212289.79 2195723.50  0.75%   9.1  215s
 269619 160656     cutoff  427      2212289.79 2195723.50  0.75%   9.1  220s
 276176 164845 2195794.41  338   84 2212289.79 2195723.50  0.75%   9.1  225s
 282290 168540 2201694.66  337   92 2212289.79 2195723.50  0.75%   9.1  230s
 289065 172772 2202405.22  445   80 2212289.79 2195723.50  0.75%   9.2  235s
 294569 176250     cutoff  409      2212289.79 2195723.50  0.75%   9.2  240s
 301203 180287     cutoff  497      2212289.79 2195723.50  0.75%   9.2  245s
 307356 183872 2208295.94  367   85 2212289.79 2195723.50  0.75%   9.2  250s
 313224 187152 2211125.39  361   87 2212289.79 2195723.50  0.75%   9.3  255s
 319414 190774 2208085.53  412   84 2212289.79 2195723.50  0.75%   9.3  260s
 325789 194608 2208929.07  397   88 2212289.79 2195723.50  0.75%   9.3  265s
 331317 197822 2211749.90  383   84 2212289.79 2195723.50  0.75%   9.3  270s
 337463 201504 2210510.05  467   79 2212289.79 2195723.50  0.75%   9.3  275s
 343166 204572     cutoff  378      2212289.79 2195723.50  0.75%   9.4  280s
 348894 207642 2211467.13  380   86 2212289.79 2195723.50  0.75%   9.4  285s
 355755 212125     cutoff  414      2212289.79 2195723.50  0.75%   9.4  290s
 361469 215558 2201647.44  482   83 2212289.79 2195723.50  0.75%   9.4  295s
 367601 218615 2211836.19  480   83 2212289.79 2195723.50  0.75%   9.4  300s
 372929 221016     cutoff  471      2212289.79 2195723.50  0.75%   9.5  305s
 378348 223769 2208364.29  420   84 2212289.79 2195723.50  0.75%   9.5  310s
*382674 226075             680    2212277.1512 2195723.50  0.75%   9.5  313s
*382682 226073             683    2212276.3117 2195723.50  0.75%   9.5  313s
*382718 226066             689    2212275.4791 2195723.50  0.75%   9.5  313s
H383001 226139                    2212275.3101 2195723.50  0.75%   9.5  314s
 383935 226761 2204830.53  425   87 2212275.31 2195723.50  0.75%   9.5  315s
 389611 229789 2208829.07  440   89 2212275.31 2195723.50  0.75%   9.5  320s
 395698 233392 2201573.41  472   78 2212275.31 2195723.50  0.75%   9.6  325s
 401437 236957 2211943.21  471   83 2212275.31 2195723.50  0.75%   9.6  330s
 407897 240719     cutoff  444      2212275.31 2195723.50  0.75%   9.6  335s
 414099 244222 infeasible  409      2212275.31 2195723.50  0.75%   9.6  340s
 419232 247087 2210158.78  430   82 2212275.31 2195723.50  0.75%   9.6  345s
 425193 250244 2206730.48  385   88 2212275.31 2195723.50  0.75%   9.7  350s
 430585 252867     cutoff  442      2212275.31 2195723.50  0.75%   9.7  355s
 436638 255803 2201985.67  462   85 2212275.31 2195723.50  0.75%   9.8  360s
 442324 258527 2203131.29  495   73 2212275.31 2195723.50  0.75%   9.8  365s
 447784 261187 2203636.28  432   84 2212275.31 2195723.50  0.75%   9.8  370s
 453312 263851     cutoff  443      2212275.31 2195723.50  0.75%   9.9  375s
 458980 266479 2202720.80  483   73 2212275.31 2195723.50  0.75%   9.9  380s
 464928 269465     cutoff  419      2212275.31 2195723.50  0.75%   9.9  385s
 469989 272015     cutoff  398      2212275.31 2195723.50  0.75%   9.9  390s
 475546 274890     cutoff  442      2212275.31 2195723.50  0.75%  10.0  395s
 482106 278766     cutoff  449      2212275.31 2195723.50  0.75%  10.0  400s
 487398 281200 2207815.28  434   87 2212275.31 2195723.50  0.75%  10.0  405s
 492807 283528 2202557.69  429   84 2212275.31 2195723.50  0.75%  10.0  410s
 498327 286218 2207754.03  421   87 2212275.31 2195723.50  0.75%  10.1  415s
 504490 289767 2201682.03  412   87 2212275.31 2195723.50  0.75%  10.1  420s
 509812 292461 2196079.46  383   86 2212275.31 2195723.50  0.75%  10.1  425s
 516199 295729 2210655.05  418   84 2212275.31 2195723.50  0.75%  10.1  430s
 521849 298420 2203518.21  404   84 2212275.31 2195723.50  0.75%  10.2  435s
 527143 300957 2206776.00  435   87 2212275.31 2195723.50  0.75%  10.2  440s
 532954 303839 2195752.97  400   84 2212275.31 2195723.50  0.75%  10.2  445s
 539068 307239     cutoff  422      2212275.31 2195723.50  0.75%  10.2  450s
 544699 310246 2208364.00  453   83 2212275.31 2195723.50  0.75%  10.2  455s
 550262 313059 2210536.04  473   80 2212275.31 2195723.50  0.75%  10.3  460s
 556218 315951     cutoff  421      2212275.31 2195723.50  0.75%  10.3  465s
 562077 318738     cutoff  408      2212275.31 2195723.50  0.75%  10.3  470s
 568153 321846     cutoff  420      2212275.31 2195723.50  0.75%  10.3  475s
 573953 325113     cutoff  428      2212275.31 2195723.50  0.75%  10.3  480s
 580344 328853 2206328.34  414   86 2212275.31 2195723.50  0.75%  10.3  485s
 586567 332135 2212209.78  510   80 2212275.31 2195723.50  0.75%  10.3  490s
 592073 334909     cutoff  518      2212275.31 2195723.50  0.75%  10.3  495s
 598379 338582     cutoff  390      2212275.31 2195723.50  0.75%  10.4  500s
 603706 341128 2201581.32  389   85 2212275.31 2195723.50  0.75%  10.4  505s
 609781 344320     cutoff  424      2212275.31 2195723.50  0.75%  10.4  510s
 615544 347155     cutoff  488      2212275.31 2195723.50  0.75%  10.4  515s
 621004 350103     cutoff  480      2212275.31 2195723.50  0.75%  10.4  520s
 627190 353620     cutoff  478      2212275.31 2195723.50  0.75%  10.4  525s
 632743 356286     cutoff  478      2212275.31 2195723.50  0.75%  10.4  530s
 638321 358971 2207984.36  452   82 2212275.31 2195723.50  0.75%  10.4  535s
 644378 362165 2207182.84  415   83 2212275.31 2195723.50  0.75%  10.5  540s
 650312 365254     cutoff  433      2212275.31 2195723.50  0.75%  10.5  545s
 656156 368706 2206806.27  407   86 2212275.31 2195723.50  0.75%  10.5  550s
 661858 371457 2212130.01  407   90 2212275.31 2195723.50  0.75%  10.5  555s
 667875 374842     cutoff  419      2212275.31 2195723.50  0.75%  10.5  560s
*671232 376379             499    2212274.7846 2195723.50  0.75%  10.5  562s
*671233 376379             499    2212274.6276 2195723.50  0.75%  10.5  562s
 674010 377915 2207656.86  428   83 2212274.63 2195723.50  0.75%  10.5  565s
 678768 380236     cutoff  446      2212274.63 2195723.50  0.75%  10.5  570s
 684477 382897 2207742.31  485   80 2212274.63 2195723.50  0.75%  10.5  575s
 690705 385968 2206869.63  444   85 2212274.63 2195723.50  0.75%  10.5  580s
 696970 389276 2201628.94  414   83 2212274.63 2195723.50  0.75%  10.6  585s
 702599 391734 2211124.70  466   83 2212274.63 2195723.50  0.75%  10.6  590s
 708341 394784 2208315.30  443   85 2212274.63 2195723.50  0.75%  10.6  595s
 714229 398055 2211804.72  516   86 2212274.63 2195723.50  0.75%  10.6  600s
 720026 400971 2206025.79  450   83 2212274.63 2195723.50  0.75%  10.6  605s
*723733 402780             542    2212269.2593 2195723.50  0.75%  10.6  608s
*723734 402779             542    2212269.1577 2195723.50  0.75%  10.6  608s
*723735 402776             541    2212269.1142 2195723.50  0.75%  10.6  608s
*723738 402775             542    2212268.9848 2195723.50  0.75%  10.6  608s
*723739 402771             542    2212268.8685 2195723.50  0.75%  10.6  608s
*723740 402771             541    2212268.8203 2195723.50  0.75%  10.6  608s
H723842 402759                    2212267.5608 2195723.50  0.75%  10.6  608s
H725025 403321                    2212267.5427 2195723.50  0.75%  10.6  610s
H729114 404985                    2212266.0618 2195723.50  0.75%  10.6  613s
 730652 405705 2208028.98  514   77 2212266.06 2195723.50  0.75%  10.6  615s
 736179 408642 2208589.89  438   79 2212266.06 2195723.50  0.75%  10.6  620s
 741735 411708 2210019.06  448   81 2212266.06 2195723.50  0.75%  10.6  625s
 747660 414623     cutoff  425      2212266.06 2195723.50  0.75%  10.7  630s
 753321 417301 2211910.84  428   88 2212266.06 2195723.50  0.75%  10.7  635s
 759541 420309 2203350.57  437   83 2212266.06 2195723.50  0.75%  10.7  640s
 765279 423527 2210731.69  408   82 2212266.06 2195723.50  0.75%  10.7  645s
 771516 426639 2209904.43  467   80 2212266.06 2195723.50  0.75%  10.7  650s
 777031 429104     cutoff  466      2212266.06 2195723.50  0.75%  10.7  655s
 782525 432042     cutoff  515      2212266.06 2195723.50  0.75%  10.7  660s
 788797 435131 2203054.98  431   83 2212266.06 2195723.50  0.75%  10.7  665s
 794914 438647 2207544.77  418   85 2212266.06 2195723.50  0.75%  10.7  670s
 800355 440967 2196085.58  422   85 2212266.06 2195723.50  0.75%  10.7  675s
 805801 443772 2211615.28  417   84 2212266.06 2195723.50  0.75%  10.7  680s
 812182 447071     cutoff  482      2212266.06 2195723.50  0.75%  10.8  685s
 817837 449601     cutoff  451      2212266.06 2195723.50  0.75%  10.8  690s
 824269 453016 2212009.20  439   86 2212266.06 2195723.50  0.75%  10.8  695s
 830418 456202 2210600.66  434   85 2212266.06 2195723.50  0.75%  10.8  700s
 835795 458916 2208769.77  451   85 2212266.06 2195723.50  0.75%  10.8  705s
 841339 461515     cutoff  455      2212266.06 2195723.50  0.75%  10.8  710s
 847575 464571 2210252.48  423   88 2212266.06 2195723.50  0.75%  10.8  715s
 853066 467484 infeasible  448      2212266.06 2195723.50  0.75%  10.8  720s
*855927 468467             501    2212262.2267 2195723.50  0.75%  10.8  722s
 858668 469997 2195893.32  377   82 2212262.23 2195723.50  0.75%  10.8  725s
 863773 472620     cutoff  414      2212262.23 2195723.50  0.75%  10.8  730s
 869633 475475     cutoff  450      2212262.23 2195723.50  0.75%  10.8  735s
 875635 478174     cutoff  434      2212262.23 2195723.50  0.75%  10.8  740s
 881459 481122 2203568.32  452   76 2212262.23 2195723.50  0.75%  10.8  745s
